class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9828080229226361,0.98,0.9814020028612304
1,1,1,1050,0.9863813229571985,0.9657142857142857,0.9759384023099135
2,2,2,1050,0.975,0.9657142857142857,0.970334928229665
3,3,3,1050,0.9773584905660377,0.9866666666666667,0.9819905213270141
4,4,4,1050,0.9769008662175168,0.9666666666666667,0.9717568214456678
5,5,5,1050,0.9662288930581614,0.9809523809523809,0.9735349716446124
6,6,6,1050,0.9537892791127541,0.9828571428571429,0.9681050656660413
7,7,7,1050,0.9846743295019157,0.979047619047619,0.9818529130850048
8,8,8,1050,0.9689849624060151,0.981904761904762,0.9754020813623463
9,9,9,1050,0.9941747572815534,0.9752380952380952,0.9846153846153846
