class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9765258215962441,0.9904761904761905,0.9834515366430261
1,1,1,1050,0.9763481551561022,0.9828571428571429,0.979591836734694
2,2,2,1050,0.9793915603532876,0.9504761904761905,0.9647172547124215
3,3,3,1050,0.9674115456238361,0.9895238095238095,0.9783427495291902
4,4,4,1050,0.9826086956521739,0.9685714285714285,0.9755395683453237
5,5,5,1050,0.9875835721107927,0.9847619047619047,0.9861707200762994
6,6,6,1050,0.9671052631578947,0.98,0.9735099337748344
7,7,7,1050,0.9726672950047125,0.9828571428571429,0.9777356702984368
8,8,8,1050,0.9865125240847784,0.9752380952380952,0.9808429118773946
9,9,9,1050,0.9903846153846154,0.9809523809523809,0.985645933014354
