epoch,accuracy,epoch_seconds,learning_rate,loss,train_examples,train_examples_per_second,val_accuracy,val_balanced_accuracy,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_10_f1,val_class_10_precision,val_class_10_recall,val_class_10_support,val_class_11_f1,val_class_11_precision,val_class_11_recall,val_class_11_support,val_class_12_f1,val_class_12_precision,val_class_12_recall,val_class_12_support,val_class_13_f1,val_class_13_precision,val_class_13_recall,val_class_13_support,val_class_14_f1,val_class_14_precision,val_class_14_recall,val_class_14_support,val_class_15_f1,val_class_15_precision,val_class_15_recall,val_class_15_support,val_class_16_f1,val_class_16_precision,val_class_16_recall,val_class_16_support,val_class_17_f1,val_class_17_precision,val_class_17_recall,val_class_17_support,val_class_18_f1,val_class_18_precision,val_class_18_recall,val_class_18_support,val_class_19_f1,val_class_19_precision,val_class_19_recall,val_class_19_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_20_f1,val_class_20_precision,val_class_20_recall,val_class_20_support,val_class_21_f1,val_class_21_precision,val_class_21_recall,val_class_21_support,val_class_22_f1,val_class_22_precision,val_class_22_recall,val_class_22_support,val_class_23_f1,val_class_23_precision,val_class_23_recall,val_class_23_support,val_class_24_f1,val_class_24_precision,val_class_24_recall,val_class_24_support,val_class_25_f1,val_class_25_precision,val_class_25_recall,val_class_25_support,val_class_26_f1,val_class_26_precision,val_class_26_recall,val_class_26_support,val_class_27_f1,val_class_27_precision,val_class_27_recall,val_class_27_support,val_class_28_f1,val_class_28_precision,val_class_28_recall,val_class_28_support,val_class_29_f1,val_class_29_precision,val_class_29_recall,val_class_29_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_30_f1,val_class_30_precision,val_class_30_recall,val_class_30_support,val_class_31_f1,val_class_31_precision,val_class_31_recall,val_class_31_support,val_class_32_f1,val_class_32_precision,val_class_32_recall,val_class_32_support,val_class_33_f1,val_class_33_precision,val_class_33_recall,val_class_33_support,val_class_34_f1,val_class_34_precision,val_class_34_recall,val_class_34_support,val_class_35_f1,val_class_35_precision,val_class_35_recall,val_class_35_support,val_class_36_f1,val_class_36_precision,val_class_36_recall,val_class_36_support,val_class_37_f1,val_class_37_precision,val_class_37_recall,val_class_37_support,val_class_38_f1,val_class_38_precision,val_class_38_recall,val_class_38_support,val_class_39_f1,val_class_39_precision,val_class_39_recall,val_class_39_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_40_f1,val_class_40_precision,val_class_40_recall,val_class_40_support,val_class_41_f1,val_class_41_precision,val_class_41_recall,val_class_41_support,val_class_42_f1,val_class_42_precision,val_class_42_recall,val_class_42_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support,val_loss,val_macro_f1
1,0.09699637442827225,271.16859555300107,0.0003000000142492354,3.435002088546753,82467.0,304.11707458905016,0.2990685999393463,0.14980794485598106,0.0,0.0,0.0,32.0,0.5167037861915368,0.38926174496644295,0.7682119205298014,302.0,0.11409395973154361,0.17,0.08585858585858586,198.0,0.5539906103286385,0.5462962962962963,0.5619047619047619,315.0,0.8455056179775281,0.7757731958762887,0.9290123456790124,324.0,0.8401826484018264,0.9484536082474226,0.7540983606557377,122.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,167.0,0.13432835820895522,0.12162162162162163,0.15,180.0,0.0,0.0,0.0,32.0,0.34743202416918434,0.3495440729483283,0.34534534534534533,333.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.2969283276450512,0.18373812038014783,0.7733333333333333,225.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.25962732919254655,0.16430817610062892,0.6183431952662722,338.0,0.0,0.0,0.0,68.0,0.029629629629629634,0.15384615384615385,0.01639344262295082,122.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,63.0,0.04102564102564103,0.26666666666666666,0.022222222222222223,180.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,32.0,0.44357976653696485,0.2926078028747433,0.9163987138263665,311.0,0.0,0.0,0.0,45.0,0.16107382550335572,0.15319148936170213,0.16981132075471697,212.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,41.0,0.12307692307692307,0.25806451612903225,0.08080808080808081,297.0,0.2444061962134251,0.23905723905723905,0.25,284.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,221.0,2.389282464981079,0.11515313125192442
2,0.3087538182735443,249.0089174019995,0.0003000000142492354,2.208916664123535,82467.0,331.18091054894006,0.4264183044433594,0.24761281885878988,0.0,0.0,0.0,32.0,0.7752956636005257,0.6427015250544662,0.9768211920529801,302.0,0.037209302325581395,0.23529411764705882,0.020202020202020204,198.0,0.863448275862069,0.7634146341463415,0.9936507936507937,315.0,0.9765258215962442,0.9904761904761905,0.9629629629629629,324.0,0.96,0.9375,0.9836065573770492,122.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,68.0,0.9695121951219513,0.9875776397515528,0.9520958083832335,167.0,0.10699588477366254,0.20634920634920634,0.07222222222222222,180.0,0.0,0.0,0.0,32.0,0.49435665914221216,0.3960216998191682,0.6576576576576577,333.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.32173913043478264,0.2,0.8222222222222222,225.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.22321428571428573,0.2245508982035928,0.22189349112426035,338.0,0.0,0.0,0.0,68.0,0.368763557483731,0.25073746312684364,0.6967213114754098,122.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,63.0,0.032432432432432434,0.6,0.016666666666666666,180.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,32.0,0.5222602739726028,0.3558926487747958,0.9807073954983923,311.0,0.0,0.0,0.0,45.0,0.12260536398467432,0.32653061224489793,0.07547169811320754,212.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,41.0,0.25316455696202533,0.3389830508474576,0.20202020202020202,297.0,0.3494736842105263,0.24924924924924924,0.5845070422535211,284.0,0.7088607594936709,0.6222222222222222,0.8235294117647058,68.0,0.0,0.0,0.0,212.0,0.24104234527687296,0.3894736842105263,0.17452830188679244,212.0,0.39337474120082816,0.36259541984732824,0.4298642533936652,221.0,1.6809906959533691,0.2027970914788065
3,0.40316733717918396,260.60637946899806,0.0003000000142492354,1.7703827619552612,82467.0,316.4427523533066,0.5259948968887329,0.33291593995402197,0.0,0.0,0.0,32.0,0.9117174959871589,0.8847352024922118,0.9403973509933775,302.0,0.27322404371584696,0.2976190476190476,0.25252525252525254,198.0,0.955177743431221,0.9307228915662651,0.9809523809523809,315.0,0.9860896445131375,0.9876160990712074,0.9845679012345679,324.0,0.976,0.953125,1.0,122.0,0.8352941176470587,0.9466666666666667,0.7473684210526316,95.0,0.05714285714285715,1.0,0.029411764705882353,68.0,0.9848024316109423,1.0,0.9700598802395209,167.0,0.36099585062240663,0.28807947019867547,0.48333333333333334,180.0,0.0,0.0,0.0,32.0,0.5407035175879398,0.40634441087613293,0.8078078078078078,333.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.3504043126684636,0.2514506769825919,0.5777777777777777,225.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.21908127208480563,0.2719298245614035,0.1834319526627219,338.0,0.13157894736842107,0.625,0.07352941176470588,68.0,0.42643923240938164,0.2881844380403458,0.819672131147541,122.0,0.15384615384615385,1.0,0.08333333333333333,36.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,63.0,0.6252354048964219,0.47293447293447294,0.9222222222222223,180.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,32.0,0.7095179233621755,0.5763052208835341,0.9228295819935691,311.0,0.0,0.0,0.0,45.0,0.3547557840616966,0.3898305084745763,0.32547169811320753,212.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,36.0,0.0425531914893617,0.16666666666666666,0.024390243902439025,41.0,0.2685851318944844,0.4666666666666667,0.18855218855218855,297.0,0.46135265700483097,0.35110294117647056,0.6725352112676056,284.0,0.6000000000000001,0.4342105263157895,0.9705882352941176,68.0,0.19011406844106465,0.49019607843137253,0.1179245283018868,212.0,0.43454038997214484,0.5306122448979592,0.36792452830188677,212.0,0.768,0.6881720430107527,0.8687782805429864,221.0,1.374616265296936,0.2934221435292552
4,0.47520825266838074,259.14119659500284,0.0003000000142492354,1.5247822999954224,82467.0,318.23191790259045,0.5889923572540283,0.3908918713334464,0.0,0.0,0.0,32.0,0.9613445378151259,0.9761092150170648,0.9470198675496688,302.0,0.3535911602209945,0.2782608695652174,0.48484848484848486,198.0,0.9632000000000002,0.9709677419354839,0.9555555555555556,315.0,0.9862174578866769,0.9787234042553191,0.9938271604938271,324.0,0.9838709677419354,0.9682539682539683,1.0,122.0,0.8749999999999999,0.865979381443299,0.8842105263157894,95.0,0.5436893203883495,0.8,0.4117647058823529,68.0,0.9970149253731343,0.9940476190476191,1.0,167.0,0.4530612244897959,0.3580645161290323,0.6166666666666667,180.0,0.0,0.0,0.0,32.0,0.5686274509803921,0.4803312629399586,0.6966966966966966,333.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.03333333333333333,1.0,0.01694915254237288,59.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.4293785310734463,0.37254901960784315,0.5066666666666667,225.0,0.18867924528301885,0.625,0.1111111111111111,90.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.4251207729468599,0.4664310954063604,0.3905325443786982,338.0,0.4444444444444445,0.7096774193548387,0.3235294117647059,68.0,0.46085011185682323,0.3169230769230769,0.8442622950819673,122.0,0.2857142857142857,1.0,0.16666666666666666,36.0,0.19672131147540986,0.6666666666666666,0.11538461538461539,104.0,0.0,0.0,0.0,63.0,0.6537717601547389,0.5014836795252225,0.9388888888888889,180.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,32.0,0.7719298245614036,0.6324435318275154,0.9903536977491961,311.0,0.0,0.0,0.0,45.0,0.3614457831325301,0.5,0.2830188679245283,212.0,0.0392156862745098,1.0,0.02,50.0,0.32,0.5714285714285714,0.2222222222222222,36.0,0.1111111111111111,0.23076923076923078,0.07317073170731707,41.0,0.4784853700516351,0.4894366197183099,0.468013468013468,297.0,0.557510148849797,0.45274725274725275,0.7253521126760564,284.0,0.6559139784946236,0.5169491525423728,0.8970588235294118,68.0,0.38068181818181823,0.4785714285714286,0.3160377358490566,212.0,0.4975369458128079,0.520618556701031,0.47641509433962265,212.0,0.8565488565488566,0.7923076923076923,0.9321266968325792,221.0,1.1780527830123901,0.36823279916739204
5,0.5471522212028503,258.902097066999,0.0003000000142492354,1.3255648612976074,82467.0,318.5258093087562,0.6740050911903381,0.5102587478113151,0.0,0.0,0.0,32.0,0.9751243781094528,0.9767441860465116,0.9735099337748344,302.0,0.5815217391304348,0.6294117647058823,0.5404040404040404,198.0,0.9674418604651163,0.9454545454545454,0.9904761904761905,315.0,0.9831029185867896,0.9785932721712538,0.9876543209876543,324.0,0.9836065573770492,0.9836065573770492,0.9836065573770492,122.0,0.9595959595959597,0.9223300970873787,1.0,95.0,0.8615384615384616,0.9032258064516129,0.8235294117647058,68.0,0.9940476190476192,0.9881656804733728,1.0,167.0,0.6628571428571428,0.6823529411764706,0.6444444444444445,180.0,0.0,0.0,0.0,32.0,0.5964912280701754,0.4697754749568221,0.8168168168168168,333.0,0.07547169811320754,0.6666666666666666,0.04,50.0,0.0,0.0,0.0,50.0,0.6171428571428572,0.46551724137931033,0.9152542372881356,59.0,0.025,0.3333333333333333,0.012987012987012988,77.0,0.0,0.0,0.0,41.0,0.4948453608247423,0.3484573502722323,0.8533333333333334,225.0,0.3809523809523809,0.6666666666666666,0.26666666666666666,90.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,41.0,0.44741873804971316,0.6324324324324324,0.34615384615384615,338.0,0.6518518518518519,0.6567164179104478,0.6470588235294118,68.0,0.5902578796561605,0.45374449339207046,0.8442622950819673,122.0,0.75,0.8571428571428571,0.6666666666666666,36.0,0.6666666666666666,0.5421686746987951,0.8653846153846154,104.0,0.0,0.0,0.0,63.0,0.809782608695652,0.7925531914893617,0.8277777777777777,180.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,32.0,0.7878017789072427,0.6512605042016807,0.9967845659163987,311.0,0.0,0.0,0.0,45.0,0.5719844357976653,0.4867549668874172,0.6933962264150944,212.0,0.417910447761194,0.8235294117647058,0.28,50.0,0.5,0.5714285714285714,0.4444444444444444,36.0,0.4266666666666667,0.47058823529411764,0.3902439024390244,41.0,0.683495145631068,0.8073394495412844,0.5925925925925926,297.0,0.45558086560364464,0.6451612903225806,0.352112676056338,284.0,0.7974683544303798,0.7,0.9264705882352942,68.0,0.5827814569536425,0.5477178423236515,0.6226415094339622,212.0,0.6650485436893204,0.685,0.6462264150943396,212.0,0.9090909090909091,0.8713692946058091,0.9502262443438914,221.0,0.960214376449585,0.4854080584014689
6,0.6240193247795105,257.12685076300113,0.0003000000142492354,1.1246888637542725,82467.0,320.7249641773564,0.7356477379798889,0.5688976891580654,0.0,0.0,0.0,32.0,0.9642248722316865,0.9929824561403509,0.9370860927152318,302.0,0.6137931034482759,0.46596858638743455,0.898989898989899,198.0,0.9746031746031746,0.9746031746031746,0.9746031746031746,315.0,0.9922720247295208,0.9938080495356038,0.9907407407407407,324.0,0.9959183673469388,0.991869918699187,1.0,122.0,0.9693877551020408,0.9405940594059405,1.0,95.0,0.9343065693430658,0.927536231884058,0.9411764705882353,68.0,0.996996996996997,1.0,0.9940119760479041,167.0,0.7181628392484343,0.5752508361204013,0.9555555555555556,180.0,0.0,0.0,0.0,32.0,0.6261061946902655,0.4956217162872154,0.8498498498498499,333.0,0.0,0.0,0.0,50.0,0.14814814814814814,1.0,0.08,50.0,0.8380952380952381,0.9565217391304348,0.7457627118644068,59.0,0.23853211009174313,0.40625,0.16883116883116883,77.0,0.0,0.0,0.0,41.0,0.7374517374517375,0.6518771331058021,0.8488888888888889,225.0,0.6351351351351352,0.8103448275862069,0.5222222222222223,90.0,0.0,0.0,0.0,36.0,0.07142857142857142,0.42857142857142855,0.03896103896103896,77.0,0.0,0.0,0.0,41.0,0.47368421052631576,0.5818965517241379,0.3994082840236686,338.0,0.7741935483870968,0.8571428571428571,0.7058823529411765,68.0,0.6825938566552902,0.5847953216374269,0.819672131147541,122.0,0.7714285714285715,0.7941176470588235,0.75,36.0,0.7368421052631577,0.7333333333333333,0.7403846153846154,104.0,0.06153846153846154,1.0,0.031746031746031744,63.0,0.7914691943127963,0.6900826446280992,0.9277777777777778,180.0,0.44705882352941173,0.7307692307692307,0.3220338983050847,59.0,0.0,0.0,0.0,32.0,0.8249336870026525,0.7020316027088036,1.0,311.0,0.0,0.0,0.0,45.0,0.7175925925925927,0.7045454545454546,0.7311320754716981,212.0,0.6222222222222222,0.7,0.56,50.0,0.6027397260273972,0.5945945945945946,0.6111111111111112,36.0,0.5245901639344263,0.8,0.3902439024390244,41.0,0.7529411764705883,0.7516778523489933,0.7542087542087542,297.0,0.6726618705035972,0.6875,0.6584507042253521,284.0,0.8767123287671232,0.8205128205128205,0.9411764705882353,68.0,0.6918604651162791,0.9015151515151515,0.5613207547169812,212.0,0.6857142857142857,0.6923076923076923,0.6792452830188679,212.0,0.944954128440367,0.958139534883721,0.9321266968325792,221.0,0.7642235159873962,0.5607045175935723
7,0.6819818615913391,258.2875178710019,0.0003000000142492354,0.9541960954666138,82467.0,319.2837217986933,0.8074513077735901,0.6556704997230233,0.0,0.0,0.0,32.0,0.9867986798679869,0.9835526315789473,0.9900662251655629,302.0,0.8784119106699753,0.8634146341463415,0.8939393939393939,198.0,0.9872204472843451,0.9935691318327974,0.9809523809523809,315.0,0.9923195084485407,0.9877675840978594,0.9969135802469136,324.0,0.9959183673469388,0.991869918699187,1.0,122.0,0.9693877551020408,0.9405940594059405,1.0,95.0,0.9850746268656716,1.0,0.9705882352941176,68.0,1.0,1.0,1.0,167.0,0.8070175438596492,0.7351598173515982,0.8944444444444445,180.0,0.2222222222222222,1.0,0.125,32.0,0.7140783744557329,0.6910112359550562,0.7387387387387387,333.0,0.15151515151515152,0.3125,0.1,50.0,0.26666666666666666,0.8,0.16,50.0,0.9133858267716536,0.8529411764705882,0.9830508474576272,59.0,0.48000000000000004,0.625,0.38961038961038963,77.0,0.09302325581395349,1.0,0.04878048780487805,41.0,0.7620751341681574,0.6377245508982036,0.9466666666666667,225.0,0.86,0.7818181818181819,0.9555555555555556,90.0,0.10256410256410256,0.6666666666666666,0.05555555555555555,36.0,0.34108527131782945,0.4230769230769231,0.2857142857142857,77.0,0.4210526315789473,0.75,0.2926829268292683,41.0,0.730593607305936,0.7523510971786834,0.7100591715976331,338.0,0.7862068965517242,0.7402597402597403,0.8382352941176471,68.0,0.7062706270627063,0.5911602209944752,0.8770491803278688,122.0,0.8125000000000001,0.9285714285714286,0.7222222222222222,36.0,0.8056872037914692,0.794392523364486,0.8173076923076923,104.0,0.3720930232558139,0.6956521739130435,0.25396825396825395,63.0,0.845,0.7681818181818182,0.9388888888888889,180.0,0.6126126126126126,0.6538461538461539,0.576271186440678,59.0,0.0,0.0,0.0,32.0,0.8628005657708628,0.7702020202020202,0.9807073954983923,311.0,0.0,0.0,0.0,45.0,0.8252427184466019,0.85,0.8018867924528302,212.0,0.7254901960784313,0.7115384615384616,0.74,50.0,0.6666666666666666,0.7333333333333333,0.6111111111111112,36.0,0.523076923076923,0.7083333333333334,0.4146341463414634,41.0,0.8491803278688523,0.8274760383386581,0.8720538720538721,297.0,0.7355516637478109,0.7317073170731707,0.7394366197183099,284.0,0.8481012658227849,0.7444444444444445,0.9852941176470589,68.0,0.7486910994764397,0.8411764705882353,0.6745283018867925,212.0,0.7581967213114754,0.6702898550724637,0.8726415094339622,212.0,0.9658314350797267,0.9724770642201835,0.9592760180995475,221.0,0.5795533657073975,0.6537118844289863
8,0.7289703488349915,257.604204072999,0.0003000000142492354,0.8158016800880432,82467.0,320.1306449821401,0.7920406460762024,0.6767236276204227,0.0,0.0,0.0,32.0,0.967741935483871,0.9433962264150944,0.9933774834437086,302.0,0.8951406649616369,0.9067357512953368,0.8838383838383839,198.0,0.9828393135725428,0.9662576687116564,1.0,315.0,0.9938080495356038,0.9968944099378882,0.9907407407407407,324.0,0.9794238683127573,0.9834710743801653,0.9754098360655737,122.0,0.9690721649484537,0.9494949494949495,0.9894736842105263,95.0,0.9510489510489509,0.9066666666666666,1.0,68.0,0.9910979228486646,0.9823529411764705,1.0,167.0,0.8760330578512396,0.8688524590163934,0.8833333333333333,180.0,0.2222222222222222,1.0,0.125,32.0,0.5786618444846293,0.7272727272727273,0.4804804804804805,333.0,0.17857142857142858,0.8333333333333334,0.1,50.0,0.3939393939393939,0.8125,0.26,50.0,0.9062499999999999,0.8405797101449275,0.9830508474576272,59.0,0.5056179775280899,0.44554455445544555,0.5844155844155844,77.0,0.17777777777777776,1.0,0.0975609756097561,41.0,0.8542510121457491,0.7843866171003717,0.9377777777777778,225.0,0.9230769230769231,0.9130434782608695,0.9333333333333333,90.0,0.3181818181818182,0.875,0.19444444444444445,36.0,0.3779527559055118,0.48,0.3116883116883117,77.0,0.6233766233766234,0.6666666666666666,0.5853658536585366,41.0,0.6346666666666667,0.5776699029126213,0.7041420118343196,338.0,0.7916666666666666,0.75,0.8382352941176471,68.0,0.6628895184135977,0.5064935064935064,0.9590163934426229,122.0,0.7878787878787877,0.8666666666666667,0.7222222222222222,36.0,0.7557251908396947,0.6265822784810127,0.9519230769230769,104.0,0.31168831168831174,0.8571428571428571,0.19047619047619047,63.0,0.9391304347826087,0.9818181818181818,0.9,180.0,0.6666666666666667,0.7608695652173914,0.5932203389830508,59.0,0.0,0.0,0.0,32.0,0.8656294200848657,0.7727272727272727,0.9839228295819936,311.0,0.0,0.0,0.0,45.0,0.7083333333333334,0.5917721518987342,0.8820754716981132,212.0,0.8155339805825242,0.7924528301886793,0.84,50.0,0.717391304347826,0.5892857142857143,0.9166666666666666,36.0,0.7076923076923077,0.9583333333333334,0.5609756097560976,41.0,0.8598130841121496,0.9663865546218487,0.7744107744107744,297.0,0.6382978723404255,0.7081545064377682,0.5809859154929577,284.0,0.9428571428571428,0.9166666666666666,0.9705882352941176,68.0,0.681992337164751,0.5741935483870968,0.839622641509434,212.0,0.7010869565217392,0.8269230769230769,0.6084905660377359,212.0,0.9388646288209608,0.9071729957805907,0.9728506787330317,221.0,0.5713995099067688,0.6696253562147655
9,0.7594916820526123,258.3598581340011,0.0003000000142492354,0.7243168354034424,82467.0,319.1943229711312,0.8702794313430786,0.7606793186783779,0.06060606060606061,1.0,0.03125,32.0,0.9851729818780889,0.980327868852459,0.9900662251655629,302.0,0.9014778325123153,0.8798076923076923,0.9242424242424242,198.0,0.9858712715855573,0.9751552795031055,0.9968253968253968,315.0,0.9938080495356038,0.9968944099378882,0.9907407407407407,324.0,0.991869918699187,0.9838709677419355,1.0,122.0,0.9842931937172775,0.9791666666666666,0.9894736842105263,95.0,1.0,1.0,1.0,68.0,1.0,1.0,1.0,167.0,0.890625,0.8382352941176471,0.95,180.0,0.25641025641025644,0.7142857142857143,0.15625,32.0,0.7928176795580111,0.7340153452685422,0.8618618618618619,333.0,0.4383561643835616,0.6956521739130435,0.32,50.0,0.6804123711340208,0.7021276595744681,0.66,50.0,0.9666666666666667,0.9508196721311475,0.9830508474576272,59.0,0.5466666666666667,0.5616438356164384,0.5324675324675324,77.0,0.6229508196721312,0.95,0.4634146341463415,41.0,0.8966942148760331,0.8378378378378378,0.9644444444444444,225.0,0.945054945054945,0.9347826086956522,0.9555555555555556,90.0,0.5490196078431373,0.9333333333333333,0.3888888888888889,36.0,0.6127167630057804,0.5520833333333334,0.6883116883116883,77.0,0.7714285714285715,0.9310344827586207,0.6585365853658537,41.0,0.8053097345132744,0.8029411764705883,0.8076923076923077,338.0,0.861111111111111,0.8157894736842105,0.9117647058823529,68.0,0.8571428571428571,0.8102189781021898,0.9098360655737705,122.0,0.8787878787878789,0.9666666666666667,0.8055555555555556,36.0,0.8303571428571429,0.775,0.8942307692307693,104.0,0.6138613861386139,0.8157894736842105,0.49206349206349204,63.0,0.9427792915531336,0.9251336898395722,0.9611111111111111,180.0,0.712121212121212,0.6438356164383562,0.7966101694915254,59.0,0.16666666666666666,0.75,0.09375,32.0,0.898379970544919,0.8288043478260869,0.9807073954983923,311.0,0.0,0.0,0.0,45.0,0.874439461883408,0.8333333333333334,0.9198113207547169,212.0,0.8653846153846153,0.8333333333333334,0.9,50.0,0.7792207792207793,0.7317073170731707,0.8333333333333334,36.0,0.7428571428571429,0.896551724137931,0.6341463414634146,41.0,0.9072512647554807,0.9087837837837838,0.9057239057239057,297.0,0.8122866894197952,0.7880794701986755,0.8380281690140845,284.0,0.9852941176470589,0.9852941176470589,0.9852941176470589,68.0,0.8281250000000001,0.9244186046511628,0.75,212.0,0.8686868686868686,0.9347826086956522,0.8113207547169812,212.0,0.9706546275395034,0.9684684684684685,0.9728506787330317,221.0,0.3861948251724243,0.7691543454433799
10,0.7870542407035828,260.47423846400125,0.0003000000142492354,0.6422151923179626,82467.0,316.6032867062104,0.8887383341789246,0.7863907266099348,0.06060606060606061,1.0,0.03125,32.0,0.9836065573770492,0.974025974025974,0.9933774834437086,302.0,0.9256594724220624,0.8812785388127854,0.9747474747474747,198.0,0.9921011058451816,0.9874213836477987,0.9968253968253968,315.0,0.9984544049459042,1.0,0.9969135802469136,324.0,0.9959183673469388,0.991869918699187,1.0,122.0,0.9791666666666666,0.9690721649484536,0.9894736842105263,95.0,1.0,1.0,1.0,68.0,1.0,1.0,1.0,167.0,0.8944723618090452,0.8165137614678899,0.9888888888888889,180.0,0.3,0.75,0.1875,32.0,0.8030075187969924,0.8042168674698795,0.8018018018018018,333.0,0.5352112676056339,0.9047619047619048,0.38,50.0,0.6990291262135921,0.6792452830188679,0.72,50.0,0.9830508474576272,0.9830508474576272,0.9830508474576272,59.0,0.5786163522012578,0.5609756097560976,0.5974025974025974,77.0,0.7945205479452054,0.90625,0.7073170731707317,41.0,0.9492273730684327,0.9429824561403509,0.9555555555555556,225.0,0.9195402298850575,0.9523809523809523,0.8888888888888888,90.0,0.5769230769230769,0.9375,0.4166666666666667,36.0,0.6357615894039735,0.6486486486486487,0.6233766233766234,77.0,0.7272727272727272,0.96,0.5853658536585366,41.0,0.8370165745856354,0.7849740932642487,0.8964497041420119,338.0,0.863013698630137,0.8076923076923077,0.9264705882352942,68.0,0.8698884758364313,0.7959183673469388,0.9590163934426229,122.0,0.8484848484848485,0.9333333333333333,0.7777777777777778,36.0,0.8620689655172413,0.78125,0.9615384615384616,104.0,0.6862745098039216,0.8974358974358975,0.5555555555555556,63.0,0.9661016949152542,0.9827586206896551,0.95,180.0,0.7076923076923076,0.647887323943662,0.7796610169491526,59.0,0.3902439024390244,0.8888888888888888,0.25,32.0,0.9066666666666667,0.8406593406593407,0.9839228295819936,311.0,0.0,0.0,0.0,45.0,0.9006928406466512,0.8823529411764706,0.9198113207547169,212.0,0.8648648648648649,0.7868852459016393,0.96,50.0,0.7536231884057971,0.7878787878787878,0.7222222222222222,36.0,0.8604651162790697,0.8222222222222222,0.9024390243902439,41.0,0.937062937062937,0.9745454545454545,0.9023569023569024,297.0,0.8401360544217686,0.8125,0.8697183098591549,284.0,0.9852941176470589,0.9852941176470589,0.9852941176470589,68.0,0.8669950738916257,0.9072164948453608,0.8301886792452831,212.0,0.9055690072639226,0.9303482587064676,0.8820754716981132,212.0,0.9819004524886877,0.9819004524886877,0.9819004524886877,221.0,0.333725243806839,0.7945628128217752
