class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9753320683111955,0.979047619047619,0.9771863117870723
1,1,1,1050,0.9816779170684667,0.9695238095238096,0.9755630091039771
2,2,2,1050,0.9641847313854854,0.9742857142857143,0.9692089057318808
3,3,3,1050,0.9755868544600939,0.9895238095238095,0.9825059101654846
4,4,4,1050,0.9741131351869607,0.9676190476190476,0.970855231724797
5,5,5,1050,0.9931640625,0.9685714285714285,0.9807135969141756
6,6,6,1050,0.9598130841121495,0.9780952380952381,0.968867924528302
7,7,7,1050,0.9791073124406457,0.981904761904762,0.9805040418449833
8,8,8,1050,0.9818875119161106,0.9809523809523809,0.981419723677942
9,9,9,1050,0.9837164750957854,0.9780952380952381,0.9808978032473734
