epoch,loss,accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds,train_examples,train_examples_per_second,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support
1,0.5079792737960815,0.8393425941467285,0.16021877527236938,0.9476339817047119,0.9471482537775266,0.9468303999867229,0.0003000000142492354,314.11765533301514,73498.0,233.98239084040125,0.9765213224724485,0.9695528068506185,0.9835907335907336,1036.0,0.9803418803418803,0.9905008635578584,0.9703891708967851,1182.0,0.9344811095169776,0.9376199616122841,0.9313632030505243,1049.0,0.9202626641651032,0.9245994344957588,0.9159663865546218,1071.0,0.9610389610389611,0.9469194312796209,0.9755859375,1024.0,0.8973544973544972,0.8992576882290562,0.8954593453009504,947.0,0.9596541786743515,0.9514285714285714,0.9680232558139535,1032.0,0.957095709570957,0.9883154819863681,0.9277879341864717,1094.0,0.9448209099709584,0.9366602687140115,0.953125,1024.0,0.9367327667610955,0.9236499068901304,0.9501915708812261,1044.0
2,0.19541510939598083,0.9437536001205444,0.13660387694835663,0.9571551084518433,0.9569958914772236,0.9567392744398442,0.0003000000142492354,298.08399370795814,73498.0,246.5680866850174,0.973945997157745,0.9562790697674418,0.9922779922779923,1036.0,0.9827882960413081,1.0,0.9661590524534687,1182.0,0.9377145659637076,0.9656565656565657,0.9113441372735939,1049.0,0.954566744730679,0.9577067669172933,0.9514472455648926,1071.0,0.9701492537313433,0.9888438133874239,0.9521484375,1024.0,0.9402432575356955,0.9417372881355932,0.938753959873284,947.0,0.9595864661654134,0.9315693430656934,0.9893410852713178,1032.0,0.9663865546218486,0.9875954198473282,0.9460694698354661,1094.0,0.9469586374695864,0.9437439379243453,0.9501953125,1024.0,0.9350529709811147,0.9006211180124224,0.9722222222222222,1044.0
3,0.14705608785152435,0.9570736885070801,0.12534262239933014,0.9614396095275879,0.9605118564734191,0.960901574070267,0.0003000000142492354,302.7398769580177,73498.0,242.7760780592254,0.9703557312252964,0.9939271255060729,0.9478764478764479,1036.0,0.9848993288590603,0.9767054908485857,0.9932318104906938,1182.0,0.9515587529976018,0.9575289575289575,0.9456625357483317,1049.0,0.9502018842530283,0.9145077720207254,0.988795518207283,1071.0,0.968299711815562,0.9527410207939508,0.984375,1024.0,0.9442060085836909,0.9596510359869138,0.9292502639915523,947.0,0.9542943244600702,0.9906152241918665,0.9205426356589147,1032.0,0.9750340444847935,0.9684400360685302,0.9817184643510055,1094.0,0.9536031589338599,0.9640718562874252,0.943359375,1024.0,0.9565627950897072,0.9432029795158287,0.9703065134099617,1044.0
4,0.1204504519701004,0.9645840525627136,0.06903311610221863,0.9773398041725159,0.9770628022282773,0.9770248442465788,0.0003000000142492354,307.3149014580413,73498.0,239.16184881140535,0.9884615384615385,0.9846743295019157,0.9922779922779923,1036.0,0.991518235793045,0.9940476190476191,0.9890016920473773,1182.0,0.9644381223328591,0.9594339622641509,0.9694947569113441,1049.0,0.9735498839907193,0.9677121771217713,0.9794584500466853,1071.0,0.9863147605083089,0.987279843444227,0.9853515625,1024.0,0.9612159329140462,0.9542143600416233,0.9683210137275607,947.0,0.9784102060843965,0.9910536779324056,0.9660852713178295,1032.0,0.9826800364630812,0.98,0.9853747714808044,1094.0,0.9716520039100685,0.9726027397260274,0.970703125,1024.0,0.972007722007722,0.9795719844357976,0.9645593869731801,1044.0
5,0.10308637470006943,0.9696862697601318,0.08055645227432251,0.9740074276924133,0.9737657474910547,0.9736921825564847,0.0003000000142492354,310.1637828749954,73498.0,236.96512635590898,0.9898892633606163,0.9875120076849183,0.9922779922779923,1036.0,0.9893662271373883,0.9948674080410608,0.9839255499153976,1182.0,0.9570731707317074,0.98001998001998,0.9351763584366063,1049.0,0.9728464419475655,0.9755868544600939,0.9701213818860878,1071.0,0.9818002951303492,0.9890981169474727,0.974609375,1024.0,0.9619302949061663,0.9771241830065359,0.9472016895459345,947.0,0.9646393210749646,0.9393939393939394,0.9912790697674418,1032.0,0.9791376912378302,0.993414863593603,0.9652650822669104,1094.0,0.9708273553323769,0.9512652296157451,0.9912109375,1024.0,0.9694117647058824,0.9528214616096207,0.9865900383141762,1044.0
6,0.09084846079349518,0.9730196595191956,0.06943058967590332,0.9789583683013916,0.978612286412457,0.9785379638257183,0.0003000000142492354,310.12136054201983,73498.0,236.99754145132934,0.9894128970163619,0.9865642994241842,0.9922779922779923,1036.0,0.9915110356536503,0.9948892674616695,0.988155668358714,1182.0,0.9573055028462998,0.9527856468366384,0.9618684461391802,1049.0,0.983451536643026,0.9961685823754789,0.9710550887021475,1071.0,0.9806949806949806,0.9694656488549618,0.9921875,1024.0,0.961864406779661,0.9649309245483528,0.9588173178458289,947.0,0.9763399323998069,0.973051010587103,0.9796511627906976,1032.0,0.9835164835164836,0.9853211009174312,0.9817184643510055,1094.0,0.9795520934761441,0.9766990291262136,0.982421875,1024.0,0.9817307692307692,0.9855212355212355,0.9779693486590039,1044.0
7,0.08538579940795898,0.9744482636451721,0.06565091758966446,0.9781966805458069,0.9778471116195389,0.9779058087079567,0.0003000000142492354,313.75702145899413,73498.0,234.25133135898818,0.9889049686444765,0.9884281581485053,0.9893822393822393,1036.0,0.992392223161454,0.9915540540540541,0.9932318104906938,1182.0,0.9519365375641625,0.9323583180987203,0.9723546234509056,1049.0,0.9836218998596163,0.9859287054409006,0.9813258636788048,1071.0,0.986328125,0.986328125,0.986328125,1024.0,0.9674711437565582,0.9614181438998958,0.9736008447729673,947.0,0.96484375,0.9724409448818898,0.9573643410852714,1032.0,0.9876993166287017,0.9845594913714805,0.9908592321755028,1094.0,0.9741293532338309,0.9929006085192698,0.9560546875,1024.0,0.9817307692307692,0.9855212355212355,0.9779693486590039,1044.0
8,0.07673630118370056,0.9779313802719116,0.059579577296972275,0.9799104928970337,0.9794063861012525,0.9796304725686522,0.0003000000142492354,314.6055564999697,73498.0,233.619522864362,0.992721979621543,0.9980487804878049,0.9874517374517374,1036.0,0.9898132427843803,0.9931856899488927,0.9864636209813875,1182.0,0.9497464269248502,0.9196428571428571,0.9818875119161106,1049.0,0.9906629318394025,0.9906629318394025,0.9906629318394025,1071.0,0.9868613138686132,0.9835111542192047,0.990234375,1024.0,0.9579288025889967,0.9790518191841234,0.9376979936642027,947.0,0.9785783836416748,0.9833659491193738,0.9738372093023255,1032.0,0.9853613906678865,0.9862637362637363,0.9844606946983546,1094.0,0.9814814814814814,0.9795719844357976,0.9833984375,1024.0,0.9831487722676939,0.9883833494675702,0.9779693486590039,1044.0
9,0.07330402731895447,0.9786797165870667,0.05407176539301872,0.9834333062171936,0.9831581965252534,0.9833034997480306,0.0003000000142492354,317.81662133400096,73498.0,231.25914463346845,0.9898892633606163,0.9875120076849183,0.9922779922779923,1036.0,0.9870455495194317,0.9752270850536746,0.9991539763113367,1182.0,0.971675468074892,0.9787234042553191,0.9647283126787417,1049.0,0.988268418582825,0.9933962264150943,0.9831932773109243,1071.0,0.9854791868344628,0.9769673704414588,0.994140625,1024.0,0.978226234731811,0.9839743589743589,0.9725448785638859,947.0,0.9792571152918476,0.9750240153698367,0.9835271317829457,1032.0,0.9867155290884104,0.9889807162534435,0.9844606946983546,1094.0,0.9829351535836177,0.9814995131450828,0.984375,1024.0,0.9835430784123911,0.9941291585127201,0.9731800766283525,1044.0
10,0.06616786122322083,0.9795913100242615,0.0601067878305912,0.9824811816215515,0.9821414825946457,0.9822802727999852,0.0003000000142492354,313.9268923330237,73498.0,234.1245742082872,0.9815253434391285,0.9637209302325581,1.0,1036.0,0.9898819561551433,0.9865546218487395,0.9932318104906938,1182.0,0.9794356767097083,0.982725527831094,0.9761677788369876,1049.0,0.9853289162328442,0.9990403071017274,0.9719887955182073,1071.0,0.9863414634146341,0.9853801169590644,0.9873046875,1024.0,0.9732047159699894,0.9880304678998912,0.9588173178458289,947.0,0.983638113570741,0.9770554493307839,0.9903100775193798,1032.0,0.9836065573770493,0.9800362976406534,0.9872029250457038,1094.0,0.9812992125984252,0.9890873015873016,0.9736328125,1024.0,0.9785407725321887,0.9743589743589743,0.9827586206896551,1044.0
