class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9762357414448669,0.9780952380952381,0.9771646051379638
1,1,1,1050,0.9707822808671065,0.9809523809523809,0.975840833728091
2,2,2,1050,0.9599236641221374,0.9580952380952381,0.9590085795996186
3,3,3,1050,0.9817307692307692,0.9723809523809523,0.9770334928229665
4,4,4,1050,0.9631379962192816,0.9704761904761905,0.9667931688804554
5,5,5,1050,0.9661654135338346,0.979047619047619,0.9725638599810785
6,6,6,1050,0.9623706491063029,0.9742857142857143,0.9682915286322764
7,7,7,1050,0.9818355640535373,0.9780952380952381,0.9799618320610688
8,8,8,1050,0.9864864864864865,0.9733333333333334,0.9798657718120806
9,9,9,1050,0.9854651162790697,0.9685714285714285,0.9769452449567723
