class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9745283018867924,0.9838095238095238,0.9791469194312796
1,1,1,1050,0.9855491329479769,0.9742857142857143,0.9798850574712645
2,2,2,1050,0.9757045675413022,0.9561904761904761,0.9658489658489657
3,3,3,1050,0.9809705042816366,0.981904761904762,0.9814374107567825
4,4,4,1050,0.9696969696969697,0.9752380952380952,0.9724596391263057
5,5,5,1050,0.9700654817586529,0.9876190476190476,0.978763567720623
6,6,6,1050,0.9759615384615384,0.9666666666666667,0.9712918660287081
7,7,7,1050,0.981042654028436,0.9857142857142858,0.983372921615202
8,8,8,1050,0.991321118611379,0.979047619047619,0.9851461427886918
9,9,9,1050,0.9708920187793427,0.9847619047619047,0.9777777777777779
