timestamp,elapsed_seconds,event,metadata_json,cpu_percent,process_cpu_percent,cpu_count_logical,ram_total_bytes,ram_available_bytes,ram_used_bytes,ram_percent,process_rss_bytes,process_vms_bytes,process_read_bytes,process_write_bytes,disk_data_total_bytes,disk_data_free_bytes,disk_data_used_bytes,disk_data_percent,disk_output_total_bytes,disk_output_free_bytes,disk_output_used_bytes,disk_output_percent,disks_json,gpu_backend,gpu_count,gpu_utilization_percent,gpu_renderer_utilization_percent,gpu_tiler_utilization_percent,gpu_memory_used_bytes,gpu_memory_total_bytes,gpu_memory_percent,gpu_memory_kind,gpu_driver_allocated_memory_bytes,gpu_system_memory_in_use_bytes,gpu_temperature_c,gpu_power_w,thermal_pressure,gpus_json
2026-09-02T03:13:14.736+00:00,0.21721,train_start,{},19.2,3.8,10,17179869184,9417261056,2669314048,45.2,524566528,421744394240,,,494384795648,300935471104,161059581952,34.9,494384795648,300935471104,161059581952,34.9,"{""data"":{""free_bytes"":300935471104,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059581952},""output"":{""free_bytes"":300935471104,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059581952}}",apple-metal-ioreg,1,0.0,0.0,0.0,195788800,,,shared_unified_driver,1944059904,195788800,,,nominal,"[{""driver_allocated_memory_bytes"":1944059904,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":195788800,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":195788800,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-09-02T03:13:14.763+00:00,0.243885,data_preparation_start,{},0.0,23.9,10,17179869184,9417261056,2669314048,45.2,524582912,421761220608,,,494384795648,300935467008,161059586048,34.9,494384795648,300935467008,161059586048,34.9,"{""data"":{""free_bytes"":300935467008,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059586048},""output"":{""free_bytes"":300935467008,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059586048}}",apple-metal-ioreg,1,0.0,0.0,0.0,195788800,,,shared_unified_driver,1944059904,195788800,,,nominal,"[{""driver_allocated_memory_bytes"":1944059904,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":195788800,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":195788800,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-09-02T03:13:15.528+00:00,1.009296,data_preparation_end,"{""data_metadata"":{""augmentation"":{""brightness_delta"":0.03,""contrast_lower"":0.92,""contrast_upper"":1.08,""cutout_max_frac"":0.08,""cutout_prob"":0.25,""flip_lr"":true,""noise_std"":0.005,""translate_frac"":0.05,""zoom_max"":1.04,""zoom_min"":0.96},""balancing"":{""class_weights"":null,""is_noop"":true,""mode"":""all_raw"",""output_class_counts"":{""0"":4900,""1"":4900,""2"":4900,""3"":4900,""4"":4900,""5"":4900,""6"":4900,""7"":4900,""8"":4900,""9"":4900},""raw_class_counts"":{""0"":4900,""1"":4900,""2"":4900,""3"":4900,""4"":4900,""5"":4900,""6"":4900,""7"":4900,""8"":4900,""9"":4900}},""batch_size"":32,""channels"":1,""class_ids"":[0,1,2,3,4,5,6,7,8,9],""datasets"":{""test"":{""batches"":329,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":172032000,""extra_augmented_examples"":0,""shuffle_buffer_examples"":0,""source_examples"":10500,""total_examples"":10500,""training"":false},""train"":{""batches"":2297,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":802816000,""extra_augmented_examples"":24500,""shuffle_buffer_examples"":16380,""source_examples"":49000,""total_examples"":73500,""training"":true},""validation"":{""batches"":329,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":172032000,""extra_augmented_examples"":0,""shuffle_buffer_examples"":0,""source_examples"":10500,""total_examples"":10500,""training"":false}},""extra_fraction"":0.5,""fractions"":{""test"":0.15,""train"":0.7,""validation"":0.15},""image_size"":64,""normalization"":{""channels"":1,""image_size"":64,""mean"":[0.0],""mode"":""unit_interval"",""pixel_count"":0,""std"":[1.0]},""num_classes"":10,""raw_split_class_counts"":{""test"":{""0"":1050,""1"":1050,""2"":1050,""3"":1050,""4"":1050,""5"":1050,""6"":1050,""7"":1050,""8"":1050,""9"":1050},""train"":{""0"":4900,""1"":4900,""2"":4900,""3"":4900,""4"":4900,""5"":4900,""6"":4900,""7"":4900,""8"":4900,""9"":4900},""validation"":{""0"":1050,""1"":1050,""2"":1050,""3"":1050,""4"":1050,""5"":1050,""6"":1050,""7"":1050,""8"":1050,""9"":1050}},""seed"":42,""split"":{""fingerprint"":""161c642197f73a5c2a9888f8f889988f3853ec4a3aa1a4101c2c1fe0d3478f81"",""test_size"":10500,""train_size"":49000,""validation_size"":10500}}}",14.7,94.3,10,17179869184,9334685696,2752430080,45.7,556793856,421865930752,,,494384795648,300935434240,161059618816,34.9,494384795648,300935434240,161059618816,34.9,"{""data"":{""free_bytes"":300935434240,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059618816},""output"":{""free_bytes"":300935434240,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059618816}}",apple-metal-ioreg,1,0.0,0.0,0.0,230752256,,,shared_unified_driver,1983004672,230752256,,,nominal,"[{""driver_allocated_memory_bytes"":1983004672,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":230752256,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":230752256,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-09-02T03:13:15.847+00:00,1.328233,fit_start,{},15.1,77.3,10,17179869184,9268510720,2819194880,46.1,606208000,421909315584,,,494384795648,300935372800,161059680256,34.9,494384795648,300935372800,161059680256,34.9,"{""data"":{""free_bytes"":300935372800,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059680256},""output"":{""free_bytes"":300935372800,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059680256}}",apple-metal-ioreg,1,0.0,0.0,0.0,247742464,,,shared_unified_driver,1996046336,247742464,,,nominal,"[{""driver_allocated_memory_bytes"":1996046336,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":247742464,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":247742464,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-09-02T03:13:19.773+00:00,5.253908,periodic,{},0.0,158.2,10,17179869184,8761589760,3354869760,49.0,1092091904,422397575168,,,494384795648,300935372800,161059680256,34.9,494384795648,300935372800,161059680256,34.9,"{""data"":{""free_bytes"":300935372800,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059680256},""output"":{""free_bytes"":300935372800,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059680256}}",apple-metal-ioreg,1,0.0,0.0,0.0,239910912,,,shared_unified_driver,1994719232,239910912,,,nominal,"[{""driver_allocated_memory_bytes"":1994719232,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":239910912,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":239910912,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-09-02T03:13:24.826+00:00,10.307221,periodic,{},18.8,119.5,10,17179869184,7802404864,4326293504,54.6,1949401088,423481327616,,,494384795648,300935380992,161059672064,34.9,494384795648,300935380992,161059672064,34.9,"{""data"":{""free_bytes"":300935380992,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059672064},""output"":{""free_bytes"":300935380992,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059672064}}",apple-metal-ioreg,1,81.0,1.0,1.0,345047040,,,shared_unified_driver,2098577408,345047040,,,nominal,"[{""driver_allocated_memory_bytes"":2098577408,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":345047040,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":1.0,""system_memory_in_use_bytes"":345047040,""temperature_c"":null,""tiler_utilization_percent"":1.0,""utilization_percent"":81.0}]"
2026-09-02T03:13:29.909+00:00,15.389882,periodic,{},18.2,86.7,10,17179869184,7763968000,4382048256,54.8,1969717248,423619985408,,,494384795648,300935323648,161059729408,34.9,494384795648,300935323648,161059729408,34.9,"{""data"":{""free_bytes"":300935323648,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059729408},""output"":{""free_bytes"":300935323648,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059729408}}",apple-metal-ioreg,1,81.0,0.0,0.0,347209728,,,shared_unified_driver,2102165504,347209728,,,nominal,"[{""driver_allocated_memory_bytes"":2102165504,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":347209728,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":347209728,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":81.0}]"
2026-09-02T03:13:34.990+00:00,20.471058,periodic,{},17.9,85.5,10,17179869184,7765491712,4383408128,54.8,1985150976,423758594048,,,494384795648,300935327744,161059725312,34.9,494384795648,300935327744,161059725312,34.9,"{""data"":{""free_bytes"":300935327744,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059725312},""output"":{""free_bytes"":300935327744,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059725312}}",apple-metal-ioreg,1,80.0,0.0,0.0,335265792,,,shared_unified_driver,2094153728,335265792,,,nominal,"[{""driver_allocated_memory_bytes"":2094153728,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":335265792,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":335265792,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":80.0}]"
2026-09-02T03:13:40.069+00:00,25.549756,periodic,{},17.2,85.1,10,17179869184,7733755904,4432330752,55.0,1998667776,423788445696,,,494384795648,300935331840,161059721216,34.9,494384795648,300935331840,161059721216,34.9,"{""data"":{""free_bytes"":300935331840,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059721216},""output"":{""free_bytes"":300935331840,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161059721216}}",apple-metal-ioreg,1,80.0,0.0,0.0,348291072,,,shared_unified_driver,2103836672,348291072,,,nominal,"[{""driver_allocated_memory_bytes"":2103836672,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":348291072,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":348291072,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":80.0}]"
2026-09-02T03:13:45.155+00:00,30.635803,periodic,{},18.8,86.6,10,17179869184,7708065792,4476993536,55.1,2013052928,423933149184,,,494384795648,300934365184,161060687872,34.9,494384795648,300934365184,161060687872,34.9,"{""data"":{""free_bytes"":300934365184,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161060687872},""output"":{""free_bytes"":300934365184,""percent"":34.9,""total_bytes"":494384795648,""used_bytes"":161060687872}}",apple-metal-ioreg,1,82.0,0.0,0.0,348323840,,,shared_unified_driver,2103017472,348323840,,,nominal,"[{""driver_allocated_memory_bytes"":2103017472,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":348323840,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":348323840,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":82.0}]"
