class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9903846153846154,0.9809523809523809,0.985645933014354
1,1,1,1050,0.9884281581485053,0.9761904761904762,0.9822712026832773
2,2,2,1050,0.9809523809523809,0.9809523809523809,0.9809523809523809
3,3,3,1050,0.9867549668874173,0.9933333333333333,0.9900332225913622
4,4,4,1050,0.9763705103969754,0.9838095238095238,0.9800759013282733
5,5,5,1050,0.9904122722914669,0.9838095238095238,0.987099856665074
6,6,6,1050,0.9709193245778611,0.9857142857142858,0.9782608695652174
7,7,7,1050,0.9875835721107927,0.9847619047619047,0.9861707200762994
8,8,8,1050,0.9885167464114832,0.9838095238095238,0.9861575178997612
9,9,9,1050,0.9839167455061495,0.9904761904761905,0.9871855719031799
