class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9838095238095238,0.9838095238095238,0.9838095238095238
1,1,1,1050,0.982725527831094,0.9752380952380952,0.9789674952198852
2,2,2,1050,0.9752616555661275,0.9761904761904762,0.9757258448357926
3,3,3,1050,0.9932692307692308,0.9838095238095238,0.9885167464114832
4,4,4,1050,0.9753086419753086,0.9780952380952381,0.9766999524488825
5,5,5,1050,0.9801136363636364,0.9857142857142858,0.982905982905983
6,6,6,1050,0.9706439393939394,0.9761904761904762,0.97340930674264
7,7,7,1050,0.97918637653737,0.9857142857142858,0.9824394874228761
8,8,8,1050,0.978219696969697,0.9838095238095238,0.9810066476733144
9,9,9,1050,0.9951876804619827,0.9847619047619047,0.9899473432264241
