class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9810066476733144,0.9838095238095238,0.9824060865430339
1,1,1,1050,0.9653882132834425,0.9828571428571429,0.9740443605474279
2,2,2,1050,0.9768115942028985,0.9628571428571429,0.9697841726618706
3,3,3,1050,0.9847182425978988,0.981904761904762,0.9833094897472581
4,4,4,1050,0.9742612011439467,0.9733333333333334,0.9737970462124822
5,5,5,1050,0.9681945743685687,0.9857142857142858,0.976875884851345
6,6,6,1050,0.9713467048710601,0.9685714285714285,0.9699570815450643
7,7,7,1050,0.9818007662835249,0.9761904761904762,0.9789875835721107
8,8,8,1050,0.9846301633045149,0.9761904761904762,0.9803921568627451
9,9,9,1050,0.9866156787762906,0.9828571428571429,0.984732824427481
