class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9856459330143541,0.9809523809523809,0.9832935560859187
1,1,1,1050,0.9734597156398104,0.9780952380952381,0.975771971496437
2,2,2,1050,0.9501411100658513,0.9619047619047619,0.9559867486985328
3,3,3,1050,0.9755409219190969,0.9876190476190476,0.9815428300993848
4,4,4,1050,0.9653233364573571,0.9809523809523809,0.9730751062824752
5,5,5,1050,0.9799809342230696,0.979047619047619,0.9795140543115769
6,6,6,1050,0.9693192713326941,0.9628571428571429,0.9660774008600096
7,7,7,1050,0.9827420901246404,0.9761904761904762,0.9794553272814143
8,8,8,1050,0.9789069990412272,0.9723809523809523,0.9756330625895844
9,9,9,1050,0.9902818270165209,0.9704761904761905,0.9802789802789802
