class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9838095238095238,0.9838095238095238,0.9838095238095238
1,1,1,1050,0.9873663751214772,0.9676190476190476,0.9773929773929774
2,2,2,1050,0.9641509433962264,0.9733333333333334,0.9687203791469196
3,3,3,1050,0.9820415879017014,0.9895238095238095,0.9857685009487667
4,4,4,1050,0.969811320754717,0.979047619047619,0.9744075829383886
5,5,5,1050,0.9837320574162679,0.979047619047619,0.9813842482100239
6,6,6,1050,0.9787849566055931,0.9666666666666667,0.9726880689985624
7,7,7,1050,0.9912959381044487,0.9761904761904762,0.9836852207293666
8,8,8,1050,0.9603321033210332,0.9914285714285714,0.9756326148078726
9,9,9,1050,0.9894534995206136,0.9828571428571429,0.9861442904921165
