epoch,loss,accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds,train_examples,train_examples_per_second,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support
1,1.197434902191162,0.5952857136726379,0.4083307385444641,0.8738095164299011,0.8738095238095237,0.8738681777768059,0.0003000000142492354,98.620417439,49000.0,496.8545182878396,0.8998505231689089,0.9435736677115988,0.86,1050.0,0.8868529546495648,0.8543689320388349,0.9219047619047619,1050.0,0.8105065666041276,0.7985212569316081,0.8228571428571428,1050.0,0.9071090047393365,0.9028301886792452,0.9114285714285715,1050.0,0.8410404624277455,0.8508771929824561,0.8314285714285714,1050.0,0.8978993649242796,0.921765295887663,0.8752380952380953,1050.0,0.8386792452830188,0.8308411214953271,0.8466666666666667,1050.0,0.9038984587488668,0.8624567474048442,0.9495238095238095,1050.0,0.8769898697539797,0.8885630498533724,0.8657142857142858,1050.0,0.8758553274682307,0.8995983935742972,0.8533333333333334,1050.0
2,0.3945840895175934,0.8814489841461182,0.24180476367473602,0.9233333468437195,0.9233333333333332,0.9232085797800581,0.0003000000142492354,66.53519422,49000.0,736.4523478804389,0.9374104156712852,0.9405560882070949,0.9342857142857143,1050.0,0.9295238095238096,0.9295238095238095,0.9295238095238095,1050.0,0.8894373149062191,0.923155737704918,0.8580952380952381,1050.0,0.9376163873370577,0.9171220400728597,0.959047619047619,1050.0,0.9027576197387517,0.9174041297935103,0.8885714285714286,1050.0,0.9344894026974951,0.9454191033138402,0.9238095238095239,1050.0,0.8907563025210085,0.8736263736263736,0.9085714285714286,1050.0,0.9476190476190476,0.9476190476190476,0.9476190476190476,1050.0,0.9239489844119035,0.9165885660731021,0.9314285714285714,1050.0,0.9385265133740028,0.9250693802035153,0.9523809523809523,1050.0
3,0.26139023900032043,0.9229795932769775,0.2101670205593109,0.9372380971908569,0.9372380952380952,0.937192465770145,0.0003000000142492354,67.77307776999999,49000.0,723.0009557230119,0.9526963103122043,0.9464285714285714,0.959047619047619,1050.0,0.9399624765478424,0.9260628465804066,0.9542857142857143,1050.0,0.912718204488778,0.9581151832460733,0.8714285714285714,1050.0,0.9498106060606061,0.9444444444444444,0.9552380952380952,1050.0,0.9263470093919921,0.9630010277492291,0.8923809523809524,1050.0,0.9441975308641976,0.9805128205128205,0.9104761904761904,1050.0,0.9181258873639375,0.9125117591721543,0.9238095238095239,1050.0,0.9565623540401681,0.9385884509624198,0.9752380952380952,1050.0,0.9161810847153744,0.8653683319220999,0.9733333333333334,1050.0,0.9553231939163498,0.9535104364326376,0.9571428571428572,1050.0
4,0.20355036854743958,0.9396530389785767,0.17620539665222168,0.9486666917800903,0.9486666666666667,0.9488465566048502,0.0003000000142492354,66.95460102600009,49000.0,731.8391753387062,0.9612995699952221,0.9645254074784276,0.9580952380952381,1050.0,0.9470229723394279,0.9325946445060018,0.9619047619047619,1050.0,0.9123451124368978,0.8804251550044287,0.9466666666666667,1050.0,0.957345971563981,0.9528301886792453,0.9619047619047619,1050.0,0.9380789858605558,0.961038961038961,0.9161904761904762,1050.0,0.9552529182879377,0.9761431411530815,0.9352380952380952,1050.0,0.930341280972417,0.9136822773186409,0.9476190476190476,1050.0,0.9671977507029054,0.9520295202952029,0.9828571428571429,1050.0,0.953125,0.9779559118236473,0.9295238095238095,1050.0,0.966456003889159,0.9870903674280039,0.9466666666666667,1050.0
5,0.1634255051612854,0.9518775343894958,0.16500118374824524,0.952571451663971,0.9525714285714286,0.9527604294524012,0.0003000000142492354,67.51199911000003,49000.0,725.7969049348148,0.9656160458452723,0.9683908045977011,0.9628571428571429,1050.0,0.9591542527630947,0.967992240543162,0.9504761904761905,1050.0,0.9177215189873418,0.8734939759036144,0.9666666666666667,1050.0,0.9626517273576098,0.9441391941391941,0.981904761904762,1050.0,0.9430974764967839,0.9814624098867147,0.9076190476190477,1050.0,0.954679802955665,0.9887755102040816,0.9228571428571428,1050.0,0.9257518796992482,0.9137291280148423,0.9380952380952381,1050.0,0.97215667767815,0.9635173058933583,0.9809523809523809,1050.0,0.9598488427019367,0.9522024367385192,0.9676190476190476,1050.0,0.9669260700389105,0.9880715705765407,0.9466666666666667,1050.0
6,0.1393548548221588,0.9589387774467468,0.13312795758247375,0.9610475897789001,0.9610476190476189,0.9610664044653922,0.0003000000142492354,67.55821304400001,49000.0,725.3004156295071,0.9625059326056005,0.9593188268684958,0.9657142857142857,1050.0,0.9634898055950688,0.959395656279509,0.9676190476190476,1050.0,0.9485436893203882,0.9673267326732673,0.9304761904761905,1050.0,0.9680451127819548,0.9554730983302412,0.9809523809523809,1050.0,0.9478178368121442,0.944234404536862,0.9514285714285714,1050.0,0.9662487945998072,0.978515625,0.9542857142857143,1050.0,0.93864168618267,0.9235023041474655,0.9542857142857143,1050.0,0.9741176470588235,0.9627906976744186,0.9857142857142858,1050.0,0.9624277456647399,0.9736842105263158,0.9514285714285714,1050.0,0.9788257940327239,0.9892996108949417,0.9685714285714285,1050.0
7,0.11622604727745056,0.9651020169258118,0.14143815636634827,0.9606666564941406,0.9606666666666668,0.9607518920187019,0.0003000000142492354,66.20568725900011,49000.0,740.1176851817795,0.9664302600472813,0.9596244131455399,0.9733333333333334,1050.0,0.9588400374181478,0.9420955882352942,0.9761904761904762,1050.0,0.9455445544554456,0.9845360824742269,0.9095238095238095,1050.0,0.971021377672209,0.9687203791469194,0.9733333333333334,1050.0,0.9527059970745978,0.9760239760239761,0.9304761904761905,1050.0,0.9658160808858932,0.9766309639727361,0.9552380952380952,1050.0,0.9315192743764173,0.8891774891774892,0.9780952380952381,1050.0,0.9762131303520456,0.9752851711026616,0.9771428571428571,1050.0,0.9634898055950688,0.959395656279509,0.9676190476190476,1050.0,0.9759384023099135,0.9863813229571985,0.9657142857142857,1050.0
8,0.10355181992053986,0.9685510396957397,0.12451209127902985,0.9646666646003723,0.9646666666666667,0.9646564903382657,0.0003000000142492354,65.99690462500007,49000.0,742.459063473084,0.9713193116634798,0.9750479846449136,0.9676190476190476,1050.0,0.9716482460355598,0.9806013579049466,0.9628571428571429,1050.0,0.950191570881226,0.9556840077071291,0.9447619047619048,1050.0,0.9702689948088721,0.961646398503274,0.979047619047619,1050.0,0.9567751335599806,0.9762140733399405,0.9380952380952381,1050.0,0.9626830420406235,0.9550140581068416,0.9704761904761905,1050.0,0.9435751541014699,0.939565627950897,0.9476190476190476,1050.0,0.9777987718469533,0.9700093720712277,0.9857142857142858,1050.0,0.9638667292351009,0.9500462534690102,0.9780952380952381,1050.0,0.9784379492093914,0.9845708775313404,0.9723809523809523,1050.0
9,0.09431479126214981,0.972449004650116,0.12779316306114197,0.9642857313156128,0.9642857142857144,0.9642902698639126,0.0003000000142492354,67.05616731700002,49000.0,730.7306987641921,0.9721153846153846,0.9815533980582525,0.9628571428571429,1050.0,0.9721153846153846,0.9815533980582525,0.9628571428571429,1050.0,0.9480834546336728,0.9663699307616221,0.9304761904761905,1050.0,0.9718645684310921,0.9732569245463228,0.9704761904761905,1050.0,0.9594659036719122,0.9608404966571156,0.9580952380952381,1050.0,0.960377358490566,0.9514018691588785,0.9695238095238096,1050.0,0.945334590009425,0.9356343283582089,0.9552380952380952,1050.0,0.9672897196261682,0.9495412844036697,0.9857142857142858,1050.0,0.9686907020872866,0.9650283553875236,0.9723809523809523,1050.0,0.9775656324582339,0.9799043062200957,0.9752380952380952,1050.0
10,0.08038069307804108,0.976061224937439,0.13872534036636353,0.9617142677307129,0.9617142857142857,0.9616783423946463,0.0003000000142492354,69.55871552000008,49000.0,704.4408401404585,0.9775656324582339,0.9799043062200957,0.9752380952380952,1050.0,0.9639596347909659,0.9728419010669254,0.9552380952380952,1050.0,0.9422521655437922,0.9523346303501945,0.9323809523809524,1050.0,0.9525547445255476,0.9141856392294221,0.9942857142857143,1050.0,0.9588652482269503,0.952112676056338,0.9657142857142857,1050.0,0.9615197272284461,0.9840478564307079,0.94,1050.0,0.9381393083292742,0.9601196410767697,0.9171428571428571,1050.0,0.9815253434391285,0.9764373232799246,0.9866666666666667,1050.0,0.9652582159624413,0.9518518518518518,0.979047619047619,1050.0,0.9751434034416826,0.9788867562380038,0.9714285714285714,1050.0
