timestamp,elapsed_seconds,event,metadata_json,cpu_percent,process_cpu_percent,cpu_count_logical,ram_total_bytes,ram_available_bytes,ram_used_bytes,ram_percent,process_rss_bytes,process_vms_bytes,process_read_bytes,process_write_bytes,disk_data_total_bytes,disk_data_free_bytes,disk_data_used_bytes,disk_data_percent,disk_output_total_bytes,disk_output_free_bytes,disk_output_used_bytes,disk_output_percent,disks_json,gpu_backend,gpu_count,gpu_utilization_percent,gpu_memory_used_bytes,gpu_memory_total_bytes,gpu_memory_percent,gpu_temperature_c,gpu_power_w,gpus_json
2026-07-31T12:19:50.483+00:00,0.033697,train_start,{},2.5,0.0,12,16619085824,12337012736,4282073088,25.8,4323893248,49024393216,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5219012608,994155700224,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5219012608,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155700224}}",pynvml,1,14.0,2719567872,8589934592,31.659936904907227,42.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":42.0,""utilization_percent"":14.0}]"
2026-07-31T12:19:50.518+00:00,0.068517,data_preparation_start,{},2.4,28.6,12,16619085824,12337012736,4282073088,25.8,4323893248,49024393216,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5219004416,994155708416,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5219004416,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155708416}}",pynvml,1,14.0,2719567872,8589934592,31.659936904907227,42.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":42.0,""utilization_percent"":14.0}]"
2026-07-31T12:19:55.518+00:00,5.068606,periodic,{},0.0,188.0,12,16619085824,12276756480,4342329344,26.1,4381782016,49246502912,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5219069952,994155642880,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5219069952,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155642880}}",pynvml,1,44.0,2719567872,8589934592,31.659936904907227,41.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":41.0,""utilization_percent"":44.0}]"
2026-07-31T12:20:00.567+00:00,10.116826,periodic,{},15.1,194.9,12,16619085824,12279984128,4339101696,26.1,4377169920,49196167168,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5218979840,994155732992,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5218979840,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155732992}}",pynvml,1,45.0,2719567872,8589934592,31.659936904907227,40.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":40.0,""utilization_percent"":45.0}]"
2026-07-31T12:20:09.218+00:00,15.185846,periodic,{},14.5,196.8,12,16619085824,12278779904,4340305920,26.1,4377014272,49196167168,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5219045376,994155667456,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5219045376,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155667456}}",pynvml,1,24.0,2719567872,8589934592,31.659936904907227,40.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":40.0,""utilization_percent"":24.0}]"
2026-07-31T12:20:14.285+00:00,20.253097,periodic,{},14.8,196.0,12,16619085824,12286308352,4332777472,26.1,4371828736,49196167168,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5218910208,994155802624,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5218910208,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155802624}}",pynvml,1,23.0,2719567872,8589934592,31.659936904907227,39.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":39.0,""utilization_percent"":23.0}]"
2026-07-31T12:20:19.342+00:00,25.309231,periodic,{},14.9,195.4,12,16619085824,12234940416,4384145408,26.4,4422893568,49246502912,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5218910208,994155802624,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5218910208,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155802624}}",pynvml,1,23.0,2719567872,8589934592,31.659936904907227,39.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":39.0,""utilization_percent"":23.0}]"
2026-07-31T12:20:24.399+00:00,30.366661,periodic,{},14.9,196.1,12,16619085824,12279574528,4339511296,26.1,4376571904,49196167168,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5218975744,994155737088,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5218975744,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155737088}}",pynvml,1,26.0,2719567872,8589934592,31.659936904907227,39.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":39.0,""utilization_percent"":26.0}]"
2026-07-31T12:20:29.453+00:00,35.420613,periodic,{},15.2,196.9,12,16619085824,12288331776,4330754048,26.1,4376788992,49196167168,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5218910208,994155802624,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5218910208,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155802624}}",pynvml,1,44.0,2719567872,8589934592,31.659936904907227,38.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":38.0,""utilization_percent"":44.0}]"
2026-07-31T12:20:34.523+00:00,40.491033,periodic,{},15.2,195.6,12,16619085824,12278697984,4340387840,26.1,4376125440,49196167168,312455168,1241088,1081101176832,998223273984,27885547520,2.7,999374712832,5218746368,994155966464,99.5,"{""data"":{""free_bytes"":998223273984,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27885547520},""output"":{""free_bytes"":5218746368,""percent"":99.5,""total_bytes"":999374712832,""used_bytes"":994155966464}}",pynvml,1,45.0,2719567872,8589934592,31.659936904907227,38.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":2719567872,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":38.0,""utilization_percent"":45.0}]"
