timestamp,elapsed_seconds,event,metadata_json,cpu_percent,process_cpu_percent,cpu_count_logical,ram_total_bytes,ram_available_bytes,ram_used_bytes,ram_percent,process_rss_bytes,process_vms_bytes,process_read_bytes,process_write_bytes,disk_data_total_bytes,disk_data_free_bytes,disk_data_used_bytes,disk_data_percent,disk_output_total_bytes,disk_output_free_bytes,disk_output_used_bytes,disk_output_percent,disks_json,gpu_backend,gpu_count,gpu_utilization_percent,gpu_renderer_utilization_percent,gpu_tiler_utilization_percent,gpu_memory_used_bytes,gpu_memory_total_bytes,gpu_memory_percent,gpu_memory_kind,gpu_driver_allocated_memory_bytes,gpu_system_memory_in_use_bytes,gpu_temperature_c,gpu_power_w,thermal_pressure,gpus_json
2026-08-29T01:35:25.257+00:00,0.297474,train_start,{},0.0,2.8,10,17179869184,8358363136,6505447424,51.3,834863104,422074482688,,,494384795648,301504872448,157266804736,34.3,494384795648,301504872448,157266804736,34.3,"{""data"":{""free_bytes"":301504872448,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266804736},""output"":{""free_bytes"":301504872448,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266804736}}",apple-metal-ioreg,1,0.0,0.0,0.0,247971840,,,shared_unified_driver,3123937280,247971840,,,nominal,"[{""driver_allocated_memory_bytes"":3123937280,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":247971840,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":247971840,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-08-29T01:35:25.284+00:00,0.323763,data_preparation_start,{},0.0,24.8,10,17179869184,8362786816,6506332160,51.3,834895872,422091309056,,,494384795648,301504868352,157266808832,34.3,494384795648,301504868352,157266808832,34.3,"{""data"":{""free_bytes"":301504868352,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266808832},""output"":{""free_bytes"":301504868352,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266808832}}",apple-metal-ioreg,1,0.0,0.0,0.0,247971840,,,shared_unified_driver,3123937280,247971840,,,nominal,"[{""driver_allocated_memory_bytes"":3123937280,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":247971840,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":247971840,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-08-29T01:35:25.956+00:00,0.995716,data_preparation_end,"{""data_metadata"":{""augmentation"":{""brightness_delta"":0.03,""contrast_lower"":0.92,""contrast_upper"":1.08,""cutout_max_frac"":0.08,""cutout_prob"":0.25,""flip_lr"":true,""noise_std"":0.005,""translate_frac"":0.05,""zoom_max"":1.04,""zoom_min"":0.96},""balancing"":{""class_weights"":null,""is_noop"":true,""mode"":""all_raw"",""output_class_counts"":{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11,""9"":11},""raw_class_counts"":{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11,""9"":11}},""batch_size"":32,""channels"":3,""class_ids"":[0,1,2,3,4,5,6,7,8,9],""datasets"":{""test"":{""batches"":1,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":983040,""extra_augmented_examples"":0,""shuffle_buffer_examples"":0,""source_examples"":20,""total_examples"":20,""training"":false},""train"":{""batches"":6,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":5406720,""extra_augmented_examples"":55,""shuffle_buffer_examples"":110,""source_examples"":110,""total_examples"":165,""training"":true},""validation"":{""batches"":1,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":1474560,""extra_augmented_examples"":0,""shuffle_buffer_examples"":0,""source_examples"":30,""total_examples"":30,""training"":false}},""extra_fraction"":0.5,""fractions"":{""test"":0.15,""train"":0.7,""validation"":0.15},""image_size"":64,""normalization"":{""channels"":3,""image_size"":64,""mean"":[0.0,0.0,0.0],""mode"":""unit_interval"",""pixel_count"":0,""std"":[1.0,1.0,1.0]},""num_classes"":10,""raw_split_class_counts"":{""test"":{""0"":2,""1"":2,""2"":2,""3"":2,""4"":2,""5"":2,""6"":2,""7"":2,""8"":2,""9"":2},""train"":{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11,""9"":11},""validation"":{""0"":3,""1"":3,""2"":3,""3"":3,""4"":3,""5"":3,""6"":3,""7"":3,""8"":3,""9"":3}},""seed"":42,""split"":{""fingerprint"":""b703eb532002a1d3711431368dd6e510f71b5c571498035c9576fe4b3141110c"",""test_size"":20,""train_size"":110,""validation_size"":30}}}",15.4,94.7,10,17179869184,8305606656,6567739392,51.7,858734592,422186467328,,,494384795648,301504839680,157266837504,34.3,494384795648,301504839680,157266837504,34.3,"{""data"":{""free_bytes"":301504839680,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266837504},""output"":{""free_bytes"":301504839680,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266837504}}",apple-metal-ioreg,1,0.0,0.0,0.0,295616512,,,shared_unified_driver,3171270656,295616512,,,nominal,"[{""driver_allocated_memory_bytes"":3171270656,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":295616512,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":295616512,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-08-29T01:35:26.267+00:00,1.307005,fit_start,{},0.0,78.5,10,17179869184,8266530816,6606569472,51.9,907231232,422230900736,,,494384795648,301504811008,157266866176,34.3,494384795648,301504811008,157266866176,34.3,"{""data"":{""free_bytes"":301504811008,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266866176},""output"":{""free_bytes"":301504811008,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266866176}}",apple-metal-ioreg,1,0.0,0.0,0.0,287244288,,,shared_unified_driver,3167535104,287244288,,,nominal,"[{""driver_allocated_memory_bytes"":3167535104,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":287244288,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":287244288,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-08-29T01:35:30.289+00:00,5.328795,periodic,{},0.0,99.4,10,17179869184,7438876672,7424819200,56.7,1639415808,423019937792,,,494384795648,301504811008,157266866176,34.3,494384795648,301504811008,157266866176,34.3,"{""data"":{""free_bytes"":301504811008,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266866176},""output"":{""free_bytes"":301504811008,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157266866176}}",apple-metal-ioreg,1,9.0,0.0,0.0,392708096,,,shared_unified_driver,3273654272,392708096,,,nominal,"[{""driver_allocated_memory_bytes"":3273654272,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":392708096,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":392708096,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":9.0}]"
2026-08-29T01:35:34.738+00:00,9.778134,epoch_end,"{""epoch"":1,""epoch_seconds"":8.44075854201219,""logs"":{""accuracy"":0.1090909093618393,""epoch_seconds"":7.832200041011674,""learning_rate"":0.0003000000142492354,""loss"":2.5865631103515625,""train_examples"":165.0,""train_examples_per_second"":21.066877650725477,""val_accuracy"":0.06666667014360428,""val_balanced_accuracy"":0.06666666666666667,""val_loss"":2.2748525142669678,""val_macro_f1"":0.023529411764705882}}",16.5,92.7,10,17179869184,7031570432,7838973952,59.1,2390818816,424636416000,,,494384795648,301492084736,157279592448,34.3,494384795648,301492084736,157279592448,34.3,"{""data"":{""free_bytes"":301492084736,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279592448},""output"":{""free_bytes"":301492084736,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279592448}}",apple-metal-ioreg,1,71.0,0.0,0.0,345063424,,,shared_unified_driver,3317284864,345063424,,,nominal,"[{""driver_allocated_memory_bytes"":3317284864,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":345063424,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":345063424,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":71.0}]"
2026-08-29T01:35:35.351+00:00,10.391259,periodic,{},17.5,89.2,10,17179869184,7009533952,7859159040,59.2,2396291072,424640675840,,,494384795648,301492080640,157279596544,34.3,494384795648,301492080640,157279596544,34.3,"{""data"":{""free_bytes"":301492080640,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279596544},""output"":{""free_bytes"":301492080640,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279596544}}",apple-metal-ioreg,1,72.0,0.0,0.0,355368960,,,shared_unified_driver,3330129920,355368960,,,nominal,"[{""driver_allocated_memory_bytes"":3330129920,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":355368960,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":355368960,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":72.0}]"
2026-08-29T01:35:36.673+00:00,11.713215,epoch_end,"{""epoch"":2,""epoch_seconds"":1.8515446670062374,""logs"":{""accuracy"":0.09090909361839294,""epoch_seconds"":1.5411422080069315,""learning_rate"":0.0003000000142492354,""loss"":2.4869425296783447,""train_examples"":165.0,""train_examples_per_second"":107.06344887755996,""val_accuracy"":0.06666667014360428,""val_balanced_accuracy"":0.06666666666666667,""val_loss"":2.2661988735198975,""val_macro_f1"":0.021052631578947368}}",22.9,91.1,10,17179869184,7010254848,7863566336,59.2,2399682560,424642969600,,,494384795648,301491974144,157279703040,34.3,494384795648,301491974144,157279703040,34.3,"{""data"":{""free_bytes"":301491974144,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279703040},""output"":{""free_bytes"":301491974144,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279703040}}",apple-metal-ioreg,1,46.0,0.0,0.0,450707456,,,shared_unified_driver,3340189696,450707456,,,nominal,"[{""driver_allocated_memory_bytes"":3340189696,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":450707456,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":450707456,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":46.0}]"
2026-08-29T01:35:36.755+00:00,11.794602,fit_end,"{""logs"":{""accuracy"":0.09090909361839294,""loss"":2.4869425296783447,""val_accuracy"":0.06666667014360428,""val_loss"":2.2661988735198975}}",0.0,71.1,10,17179869184,7009812480,7862665216,59.2,2399485952,424636088320,,,494384795648,301491974144,157279703040,34.3,494384795648,301491974144,157279703040,34.3,"{""data"":{""free_bytes"":301491974144,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279703040},""output"":{""free_bytes"":301491974144,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279703040}}",apple-metal-ioreg,1,0.0,0.0,0.0,450707456,,,shared_unified_driver,3340189696,450707456,,,nominal,"[{""driver_allocated_memory_bytes"":3340189696,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":450707456,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":450707456,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
2026-08-29T01:35:37.149+00:00,12.189325,evaluation_start,{},0.0,79.4,10,17179869184,7009812480,7862665216,59.2,2411249664,424634548224,,,494384795648,301491961856,157279715328,34.3,494384795648,301491961856,157279715328,34.3,"{""data"":{""free_bytes"":301491961856,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279715328},""output"":{""free_bytes"":301491961856,""percent"":34.3,""total_bytes"":494384795648,""used_bytes"":157279715328}}",apple-metal-ioreg,1,0.0,0.0,0.0,348946432,,,shared_unified_driver,3331899392,348946432,,,nominal,"[{""driver_allocated_memory_bytes"":3331899392,""driver_memory_in_use_bytes"":0,""gpu_core_count"":10,""index"":0,""memory_kind"":""shared_unified_driver"",""memory_total_bytes"":null,""memory_used_bytes"":348946432,""name"":""Apple M4"",""power_w"":null,""renderer_utilization_percent"":0.0,""system_memory_in_use_bytes"":348946432,""temperature_c"":null,""tiler_utilization_percent"":0.0,""utilization_percent"":0.0}]"
