class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9792843691148776,0.9904761904761905,0.9848484848484849
1,1,1,1050,0.9894636015325671,0.9838095238095238,0.9866284622731615
2,2,2,1050,0.9762357414448669,0.9780952380952381,0.9771646051379638
3,3,3,1050,0.9923371647509579,0.9866666666666667,0.9894937917860555
4,4,4,1050,0.9837164750957854,0.9780952380952381,0.9808978032473734
5,5,5,1050,0.9912790697674418,0.9742857142857143,0.9827089337175792
6,6,6,1050,0.9591836734693877,0.9847619047619047,0.9718045112781954
7,7,7,1050,0.9913461538461539,0.981904761904762,0.9866028708133971
8,8,8,1050,0.9876190476190476,0.9876190476190476,0.9876190476190476
9,9,9,1050,0.9848197343453511,0.9885714285714285,0.9866920152091255
