class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9932236205227493,0.9771428571428571,0.985117618819011
1,1,1,1050,0.9799618320610687,0.9780952380952381,0.9790276453765491
2,2,2,1050,0.9705603038936372,0.9733333333333334,0.9719448407037566
3,3,3,1050,0.9810606060606061,0.9866666666666667,0.9838556505223173
4,4,4,1050,0.9611829944547134,0.9904761904761905,0.975609756097561
5,5,5,1050,0.9894026974951831,0.9780952380952381,0.9837164750957855
6,6,6,1050,0.960820895522388,0.9809523809523809,0.9707822808671066
7,7,7,1050,0.9913127413127413,0.9780952380952381,0.9846596356663471
8,8,8,1050,0.9828571428571429,0.9828571428571429,0.9828571428571429
9,9,9,1050,0.9912790697674418,0.9742857142857143,0.9827089337175792
