class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9904214559386973,0.9847619047619047,0.9875835721107927
1,1,1,1050,0.9874638379942141,0.9752380952380952,0.9813128893148061
2,2,2,1050,0.9722488038277513,0.9676190476190476,0.9699284009546539
3,3,3,1050,0.9847619047619047,0.9847619047619047,0.9847619047619047
4,4,4,1050,0.9470802919708029,0.9885714285714285,0.967381174277726
5,5,5,1050,0.9837786259541985,0.981904761904762,0.9828408007626311
6,6,6,1050,0.9689265536723164,0.98,0.9744318181818182
7,7,7,1050,0.9865771812080537,0.98,0.9832775919732442
8,8,8,1050,0.9874517374517374,0.9742857142857143,0.9808245445829339
9,9,9,1050,0.9903753609239654,0.98,0.9851603638104356
