class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9857278782112274,0.9866666666666667,0.9861970490242742
1,1,1,1050,0.9819563152896487,0.9847619047619047,0.983357108892059
2,2,2,1050,0.9640831758034026,0.9714285714285714,0.9677419354838709
3,3,3,1050,0.9720149253731343,0.9923809523809524,0.9820923656927426
4,4,4,1050,0.9736346516007532,0.9847619047619047,0.9791666666666666
5,5,5,1050,0.9884504331087585,0.9780952380952381,0.9832455720440403
6,6,6,1050,0.9843597262952102,0.959047619047619,0.9715388326097444
7,7,7,1050,0.9865900383141762,0.9809523809523809,0.9837631327602675
8,8,8,1050,0.9847764034253093,0.9857142857142858,0.9852451213707759
9,9,9,1050,0.9914040114613181,0.9885714285714285,0.9899856938483547
