class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9837164750957854,0.9780952380952381,0.9808978032473734
1,1,1,1050,0.9781990521327014,0.9828571428571429,0.9805225653206651
2,2,2,1050,0.9657794676806084,0.9676190476190476,0.966698382492864
3,3,3,1050,0.9736346516007532,0.9847619047619047,0.9791666666666666
4,4,4,1050,0.9696106362773029,0.9723809523809523,0.9709938183547313
5,5,5,1050,0.9771646051379639,0.9780952380952381,0.9776297001427892
6,6,6,1050,0.9806201550387597,0.9638095238095238,0.9721421709894332
7,7,7,1050,0.9727954971857411,0.9876190476190476,0.9801512287334594
8,8,8,1050,0.9798850574712644,0.9742857142857143,0.9770773638968482
9,9,9,1050,0.9875120076849183,0.979047619047619,0.9832615973218555
