class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9792256846081209,0.9876190476190476,0.9834044570886676
1,1,1,1050,0.9854791868344628,0.9695238095238096,0.9774363898223717
2,2,2,1050,0.960710944808232,0.9780952380952381,0.9693251533742332
3,3,3,1050,0.9856870229007634,0.9838095238095238,0.9847473784556721
4,4,4,1050,0.9779270633397313,0.9704761904761905,0.9741873804971318
5,5,5,1050,0.982824427480916,0.9809523809523809,0.9818875119161105
6,6,6,1050,0.9688972667295005,0.979047619047619,0.9739459971577452
7,7,7,1050,0.9837940896091516,0.9828571428571429,0.9833253930443069
8,8,8,1050,0.9847764034253093,0.9857142857142858,0.9852451213707759
9,9,9,1050,0.9884615384615385,0.979047619047619,0.983732057416268
