class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9846449136276392,0.9771428571428571,0.9808795411089866
1,1,1,1050,0.9807877041306436,0.9723809523809523,0.9765662362505978
2,2,2,1050,0.9344858962693358,0.9780952380952381,0.9557933922754769
3,3,3,1050,0.9744801512287334,0.981904761904762,0.9781783681214421
4,4,4,1050,0.9714013346043852,0.9704761904761905,0.9709385421629347
5,5,5,1050,0.9846005774783445,0.9742857142857143,0.9794159885112493
6,6,6,1050,0.9614299153339605,0.9733333333333334,0.9673450070989116
7,7,7,1050,0.9846596356663471,0.9780952380952381,0.9813664596273292
8,8,8,1050,0.9863680623174295,0.9647619047619047,0.9754453538757824
9,9,9,1050,0.983638113570741,0.9733333333333334,0.9784585926280517
