class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9800759013282733,0.9838095238095238,0.981939163498099
1,1,1,1050,0.9847182425978988,0.981904761904762,0.9833094897472581
2,2,2,1050,0.9535104364326376,0.9571428571428572,0.9553231939163498
3,3,3,1050,0.963821892393321,0.9895238095238095,0.9765037593984962
4,4,4,1050,0.9618959107806692,0.9857142857142858,0.9736594543744119
5,5,5,1050,0.9875239923224568,0.98,0.9837476099426385
6,6,6,1050,0.9636711281070746,0.96,0.9618320610687023
7,7,7,1050,0.9951314508276533,0.9733333333333334,0.9841116995666827
8,8,8,1050,0.9818702290076335,0.98,0.98093422306959
9,9,9,1050,0.995136186770428,0.9742857142857143,0.9846005774783446
