epoch,accuracy,epoch_seconds,learning_rate,loss,train_examples,train_examples_per_second,val_accuracy,val_balanced_accuracy,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support,val_loss,val_macro_f1
1,0.48046937584877014,64.0586132860044,0.0003000000142492354,1.5054047107696533,49000.0,764.9244572502411,0.8168571591377258,0.816857142857143,0.8937763219466542,0.8785648574057038,0.9095238095238095,1050.0,0.7884796978281399,0.7818352059925093,0.7952380952380952,1050.0,0.6803234501347709,0.7838509316770186,0.6009523809523809,1050.0,0.8719851576994434,0.8499095840867993,0.8952380952380953,1050.0,0.7832923832923834,0.8091370558375635,0.7590476190476191,1050.0,0.8638318203535594,0.8667305848513902,0.8609523809523809,1050.0,0.7579824155483572,0.7371737173717372,0.78,1050.0,0.8720508166969146,0.8327556325823223,0.9152380952380952,1050.0,0.8263473053892216,0.800178412132025,0.8542857142857143,1050.0,0.8096618357487922,0.8215686274509804,0.7980952380952381,1050.0,0.6026655435562134,0.8147731204638238
2,0.8341224193572998,51.4482466690024,0.0003000000142492354,0.5458909869194031,49000.0,952.4134090564165,0.9054285883903503,0.9054285714285715,0.9332697807435654,0.9341603053435115,0.9323809523809524,1050.0,0.9052729818012133,0.8874656907593779,0.9238095238095239,1050.0,0.8544176706827309,0.9033970276008493,0.8104761904761905,1050.0,0.91804788213628,0.8885918003565062,0.9495238095238095,1050.0,0.8846715328467154,0.9044776119402985,0.8657142857142858,1050.0,0.9245742092457421,0.945273631840796,0.9047619047619048,1050.0,0.859073359073359,0.8708414872798435,0.8476190476190476,1050.0,0.9339491916859123,0.9067264573991032,0.9628571428571429,1050.0,0.9203206034889203,0.911297852474323,0.9295238095238095,1050.0,0.9158439116125999,0.904363974001857,0.9276190476190476,1050.0,0.31231918931007385,0.9049441123317038
3,0.898938775062561,51.3918351550019,0.0003000000142492354,0.33656153082847595,49000.0,953.4588490995129,0.9279999732971191,0.9279999999999999,0.9455946076071257,0.9561830574488802,0.9352380952380952,1050.0,0.9342043863742417,0.9158279963403476,0.9533333333333334,1050.0,0.8990099009900989,0.9360824742268041,0.8647619047619047,1050.0,0.9404035664007508,0.9269195189639223,0.9542857142857143,1050.0,0.904214559386973,0.9094412331406551,0.8990476190476191,1050.0,0.934242571846079,0.9561316051844466,0.9133333333333333,1050.0,0.8896991795806745,0.8531468531468531,0.9295238095238095,1050.0,0.9526044110746129,0.938945420906568,0.9666666666666667,1050.0,0.931665062560154,0.9416342412451362,0.9219047619047619,1050.0,0.9486810551558753,0.9555555555555556,0.9419047619047619,1050.0,0.235190749168396,0.9280319300976586
4,0.9272245168685913,51.22795005400258,0.0003000000142492354,0.2479308694601059,49000.0,956.5090921722623,0.9397143125534058,0.9397142857142857,0.9504015115729806,0.9428303655107779,0.9580952380952381,1050.0,0.9437559580552908,0.9446564885496184,0.9428571428571428,1050.0,0.916030534351145,0.9177820267686424,0.9142857142857143,1050.0,0.950929013816103,0.9513822688274547,0.9504761904761905,1050.0,0.9204980842911877,0.9258188824662813,0.9152380952380952,1050.0,0.9404358353510895,0.9566502463054187,0.9247619047619048,1050.0,0.9156177156177157,0.8968036529680365,0.9352380952380952,1050.0,0.9660697455230914,0.9561567164179104,0.9761904761904762,1050.0,0.939290917921321,0.958374628344896,0.920952380952381,1050.0,0.9540502131691141,0.9491046182846371,0.959047619047619,1050.0,0.1911182552576065,0.9397079529669039
5,0.9409183859825134,51.307163004996255,0.0003000000142492354,0.20050787925720215,49000.0,955.0323411027114,0.9477142691612244,0.9477142857142858,0.9578398863098058,0.9528746465598492,0.9628571428571429,1050.0,0.9563530552861299,0.974308300395257,0.939047619047619,1050.0,0.9214015151515151,0.916195856873823,0.9266666666666666,1050.0,0.96,0.96,0.96,1050.0,0.9303000968054211,0.9458661417322834,0.9152380952380952,1050.0,0.9503135552339604,0.9628543499511242,0.9380952380952381,1050.0,0.9235023041474655,0.8946428571428572,0.9542857142857143,1050.0,0.9667300380228138,0.9648956356736242,0.9685714285714285,1050.0,0.9510032664489034,0.9322964318389753,0.9704761904761905,1050.0,0.9606605148130161,0.9801783944499505,0.9419047619047619,1050.0,0.17602837085723877,0.9478104232219031
6,0.9508571624755859,51.784980273994734,0.0003000000142492354,0.16843967139720917,49000.0,946.220308296742,0.9524762034416199,0.9524761904761906,0.9600380589914368,0.9591254752851711,0.960952380952381,1050.0,0.9563130100816132,0.9641819941916747,0.9485714285714286,1050.0,0.935375777884155,0.9403272377285852,0.9304761904761905,1050.0,0.957288765088208,0.9338768115942029,0.981904761904762,1050.0,0.9352997145575642,0.9344106463878327,0.9361904761904762,1050.0,0.9552238805970149,0.9659201557935735,0.9447619047619048,1050.0,0.9316239316239315,0.9289772727272727,0.9342857142857143,1050.0,0.9734597156398104,0.9688679245283018,0.9780952380952381,1050.0,0.9547403525488327,0.9551954242135366,0.9542857142857143,1050.0,0.9653512993262752,0.97568093385214,0.9552380952380952,1050.0,0.15875208377838135,0.9524714506338843
7,0.9585102200508118,51.77336650900543,0.0003000000142492354,0.1420843005180359,49000.0,946.4325637676462,0.9562857151031494,0.9562857142857144,0.9589169000933706,0.9404761904761905,0.9780952380952381,1050.0,0.9619140625,0.9869739478957916,0.9380952380952381,1050.0,0.9447092469018112,0.9456106870229007,0.9438095238095238,1050.0,0.9675881792183031,0.9685114503816794,0.9666666666666667,1050.0,0.9398642095053346,0.9575098814229249,0.9228571428571428,1050.0,0.950328022492971,0.9354243542435424,0.9657142857142857,1050.0,0.9397818871503083,0.9357884796978282,0.9438095238095238,1050.0,0.9692307692307692,0.9786407766990292,0.96,1050.0,0.9563175199624236,0.943466172381835,0.9695238095238096,1050.0,0.9742857142857143,0.9742857142857143,0.9742857142857143,1050.0,0.1443953514099121,0.9562936511341006
8,0.9616938829421997,52.36995070800185,0.0003000000142492354,0.12851300835609436,49000.0,935.6510620605388,0.9545714259147644,0.9545714285714284,0.9600778967867576,0.9820717131474104,0.939047619047619,1050.0,0.9509574964969641,0.9330889092575618,0.9695238095238096,1050.0,0.9440993788819875,0.947267497603068,0.940952380952381,1050.0,0.9704086425551902,0.9573679332715477,0.9838095238095238,1050.0,0.9379310344827586,0.9714285714285714,0.9066666666666666,1050.0,0.9631425800193987,0.9812252964426877,0.9457142857142857,1050.0,0.9406175771971498,0.9383886255924171,0.9428571428571428,1050.0,0.9460806524694156,0.902333621434745,0.9942857142857143,1050.0,0.9624346172135045,0.9610636277302944,0.9638095238095238,1050.0,0.9701348747591523,0.9814814814814815,0.959047619047619,1050.0,0.16141000390052795,0.9545884750862278
9,0.9662244915962219,51.74781305200304,0.0003000000142492354,0.11490321159362793,49000.0,946.899919244091,0.9626666903495789,0.9626666666666667,0.969811320754717,0.9607476635514018,0.979047619047619,1050.0,0.9665071770334929,0.9711538461538461,0.9619047619047619,1050.0,0.946969696969697,0.9416195856873822,0.9523809523809523,1050.0,0.9741176470588235,0.9627906976744186,0.9857142857142858,1050.0,0.9490695396669931,0.9768145161290323,0.9228571428571428,1050.0,0.9596199524940618,0.957345971563981,0.9619047619047619,1050.0,0.9432146294513957,0.953307392996109,0.9333333333333333,1050.0,0.9740198393953707,0.9662605435801312,0.981904761904762,1050.0,0.9660056657223796,0.9578651685393258,0.9742857142857143,1050.0,0.9765886287625419,0.9798657718120806,0.9733333333333334,1050.0,0.1351081281900406,0.9625924097309474
10,0.9697551131248474,51.79627476200403,0.0003000000142492354,0.09915930777788162,49000.0,946.0139792899685,0.9649524092674255,0.964952380952381,0.9692898272552782,0.97678916827853,0.9619047619047619,1050.0,0.9697551608257321,0.9777347531461762,0.9619047619047619,1050.0,0.9501438159156279,0.9565637065637066,0.9438095238095238,1050.0,0.9737827715355806,0.9576427255985267,0.9904761904761905,1050.0,0.9528392685274303,0.9630350194552529,0.9428571428571428,1050.0,0.9638439581351094,0.9629277566539924,0.9647619047619047,1050.0,0.9503342884431709,0.9530651340996169,0.9476190476190476,1050.0,0.9787032654992902,0.9727187206020697,0.9847619047619047,1050.0,0.9661016949152543,0.9553072625698324,0.9771428571428571,1050.0,0.9742857142857143,0.9742857142857143,0.9742857142857143,1050.0,0.12753674387931824,0.964907976533819
