class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9892891918208374,0.9676190476190476,0.9783341357727492
1,1,1,1050,0.982642237222758,0.9704761904761905,0.9765213224724484
2,2,2,1050,0.9563981042654028,0.960952380952381,0.9586698337292162
3,3,3,1050,0.9745762711864406,0.9857142857142858,0.9801136363636362
4,4,4,1050,0.9598130841121495,0.9780952380952381,0.968867924528302
5,5,5,1050,0.968075117370892,0.981904761904762,0.9749408983451537
6,6,6,1050,0.9594721960414703,0.9695238095238096,0.964471814306016
7,7,7,1050,0.9865384615384616,0.9771428571428571,0.9818181818181818
8,8,8,1050,0.9789875835721108,0.9761904761904762,0.977587029089175
9,9,9,1050,0.9864864864864865,0.9733333333333334,0.9798657718120806
