timestamp,elapsed_seconds,event,metadata_json,cpu_percent,process_cpu_percent,cpu_count_logical,ram_total_bytes,ram_available_bytes,ram_used_bytes,ram_percent,process_rss_bytes,process_vms_bytes,process_read_bytes,process_write_bytes,disk_data_total_bytes,disk_data_free_bytes,disk_data_used_bytes,disk_data_percent,disk_output_total_bytes,disk_output_free_bytes,disk_output_used_bytes,disk_output_percent,disks_json,gpu_backend,gpu_count,gpu_utilization_percent,gpu_memory_used_bytes,gpu_memory_total_bytes,gpu_memory_percent,gpu_temperature_c,gpu_power_w,gpus_json
2026-08-02T11:36:21.082+00:00,0.03287,train_start,{},5.0,0.0,12,16619089920,13200846848,3418243072,20.6,3438739456,47741726720,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472494080,751713816576,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472494080,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713816576}}",pynvml,1,16.0,4655460352,8589934592,54.19669151306152,48.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":48.0,""utilization_percent"":16.0}]"
2026-08-02T11:36:21.121+00:00,0.072055,data_preparation_start,{},0.0,25.5,12,16619089920,13200846848,3418243072,20.6,3438739456,47741726720,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472489984,751713820672,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472489984,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713820672}}",pynvml,1,16.0,4655460352,8589934592,54.19669151306152,48.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":48.0,""utilization_percent"":16.0}]"
2026-08-02T11:36:26.122+00:00,5.072286,periodic,{},0.0,170.9,12,16619089920,13647835136,2971254784,17.9,2986098688,47708102656,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472489984,751713820672,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472489984,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713820672}}",pynvml,1,45.0,4655460352,8589934592,54.19669151306152,46.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":46.0,""utilization_percent"":45.0}]"
2026-08-02T11:36:31.208+00:00,10.159107,periodic,{},14.0,176.2,12,16619089920,13646872576,2972217344,17.9,2986950656,47708102656,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472489984,751713820672,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472489984,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713820672}}",pynvml,1,24.0,4655460352,8589934592,54.19669151306152,45.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":45.0,""utilization_percent"":24.0}]"
2026-08-02T11:36:36.290+00:00,15.240521,periodic,{},14.0,178.1,12,16619089920,13645938688,2973151232,17.9,2987143168,47708102656,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472489984,751713820672,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472489984,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713820672}}",pynvml,1,26.0,4655460352,8589934592,54.19669151306152,45.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":45.0,""utilization_percent"":26.0}]"
2026-08-02T11:36:40.775+00:00,20.328206,periodic,{},14.0,173.7,12,16619089920,13665603584,2953486336,17.8,2974085120,47615787008,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472485888,751713824768,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472485888,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713824768}}",pynvml,1,27.0,4655460352,8589934592,54.19669151306152,44.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":44.0,""utilization_percent"":27.0}]"
2026-08-02T11:36:41.025+00:00,20.577476,data_preparation_end,"{""data_metadata"":{""augmentation"":{""brightness_delta"":0.03,""contrast_lower"":0.92,""contrast_upper"":1.08,""cutout_max_frac"":0.08,""cutout_prob"":0.25,""flip_lr"":true,""noise_std"":0.005,""translate_frac"":0.05,""zoom_max"":1.04,""zoom_min"":0.96},""balancing"":{""class_weights"":{""0"":1.0351065144834974,""1"":9.370011189854532,""2"":1.001036062960749,""3"":0.5703614567250931,""4"":0.8436093760494324,""5"":1.2807688385846845,""6"":0.8272739247842982},""is_noop"":false,""mode"":""class_weight"",""output_class_counts"":{""0"":3467,""1"":383,""2"":3585,""3"":6292,""4"":4254,""5"":2802,""6"":4338},""raw_class_counts"":{""0"":3467,""1"":383,""2"":3585,""3"":6292,""4"":4254,""5"":2802,""6"":4338}},""batch_size"":512,""channels"":1,""class_ids"":[0,1,2,3,4,5,6],""datasets"":{""test"":{""batches"":11,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":88178688,""extra_augmented_examples"":0,""shuffle_buffer_examples"":0,""source_examples"":5382,""total_examples"":5382,""training"":false},""train"":{""batches"":148,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":411582464,""extra_augmented_examples"":50242,""shuffle_buffer_examples"":25121,""source_examples"":25121,""total_examples"":75363,""training"":true},""validation"":{""batches"":11,""decoded_cache_enabled"":true,""decoded_cache_estimated_bytes"":88211456,""extra_augmented_examples"":0,""shuffle_buffer_examples"":0,""source_examples"":5384,""total_examples"":5384,""training"":false}},""extra_fraction"":2.0,""fractions"":{""test"":0.15,""train"":0.7,""validation"":0.15},""image_size"":64,""normalization"":{""channels"":1,""image_size"":64,""mean"":[0.5076079863962186],""mode"":""zscore"",""pixel_count"":102895616,""std"":[0.25037291150527036]},""num_classes"":7,""raw_split_class_counts"":{""test"":{""0"":743,""1"":82,""2"":768,""3"":1348,""4"":911,""5"":600,""6"":930},""train"":{""0"":3467,""1"":383,""2"":3585,""3"":6292,""4"":4254,""5"":2802,""6"":4338},""validation"":{""0"":743,""1"":82,""2"":768,""3"":1349,""4"":912,""5"":600,""6"":930}},""seed"":42,""split"":{""fingerprint"":""5541ce65ae3322903e7ee5642b7d830f02d55620d3c4c6100b2b4f3869360b7d"",""test_size"":5382,""train_size"":25121,""validation_size"":5384}}}",13.8,100.7,12,16619089920,13665734656,2953355264,17.8,2975789056,47615787008,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472485888,751713824768,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472485888,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713824768}}",pynvml,1,29.0,4655460352,8589934592,54.19669151306152,44.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":44.0,""utilization_percent"":29.0}]"
2026-08-02T11:36:41.509+00:00,21.061889,fit_start,{},6.2,62.0,12,16619089920,13665017856,2954072064,17.8,2976051200,47615787008,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472457216,751713853440,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472457216,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713853440}}",pynvml,1,39.0,4655460352,8589934592,54.19669151306152,44.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":44.0,""utilization_percent"":39.0}]"
2026-08-02T11:36:45.841+00:00,25.39337,periodic,{},8.1,97.6,12,16619089920,13630029824,2989060096,18.0,3009863680,47696560128,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472453120,751713857536,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472453120,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713857536}}",pynvml,1,23.0,4655460352,8589934592,54.19669151306152,44.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":44.0,""utilization_percent"":23.0}]"
2026-08-02T11:36:50.905+00:00,30.457965,periodic,{},13.1,154.8,12,16619089920,13484462080,3134627840,18.9,3161956352,47783907328,318799872,1241088,1081101176832,998258868224,27849953280,2.7,1000186310656,248472453120,751713857536,75.2,"{""data"":{""free_bytes"":998258868224,""percent"":2.7,""total_bytes"":1081101176832,""used_bytes"":27849953280},""output"":{""free_bytes"":248472453120,""percent"":75.2,""total_bytes"":1000186310656,""used_bytes"":751713857536}}",pynvml,1,28.0,4655460352,8589934592,54.19669151306152,43.0,,"[{""index"":0,""memory_total_bytes"":8589934592,""memory_used_bytes"":4655460352,""name"":""NVIDIA GeForce RTX 3050"",""power_w"":null,""temperature_c"":43.0,""utilization_percent"":28.0}]"
