class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.982791586998088,0.979047619047619,0.9809160305343512
1,1,1,1050,0.9615384615384616,0.9761904761904762,0.9688090737240076
2,2,2,1050,0.969785575048733,0.9476190476190476,0.9585741811175338
3,3,3,1050,0.98,0.98,0.98
4,4,4,1050,0.9666030534351145,0.9647619047619047,0.9656816015252622
5,5,5,1050,0.9504132231404959,0.9857142857142858,0.967741935483871
6,6,6,1050,0.9776264591439688,0.9571428571428572,0.9672762271414822
7,7,7,1050,0.9826589595375722,0.9714285714285714,0.9770114942528735
8,8,8,1050,0.9661335841956726,0.9780952380952381,0.972077614765736
9,9,9,1050,0.9789674952198852,0.9752380952380952,0.9770992366412213
