class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9728718428437793,0.9904761904761905,0.9815950920245399
1,1,1,1050,0.9816602316602316,0.9685714285714285,0.9750719079578141
2,2,2,1050,0.984015984015984,0.9380952380952381,0.9605070697220869
3,3,3,1050,0.9709193245778611,0.9857142857142858,0.9782608695652174
4,4,4,1050,0.9722753346080306,0.9685714285714285,0.9704198473282442
5,5,5,1050,0.9682242990654205,0.9866666666666667,0.9773584905660377
6,6,6,1050,0.9667300380228137,0.9685714285714285,0.967649857278782
7,7,7,1050,0.9779482262703739,0.9714285714285714,0.9746774964166268
8,8,8,1050,0.9637209302325581,0.9866666666666667,0.9750588235294118
9,9,9,1050,0.9856046065259118,0.9780952380952381,0.9818355640535372
