class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9820245979186376,0.9885714285714285,0.9852871381110583
1,1,1,1050,0.9913461538461539,0.981904761904762,0.9866028708133971
2,2,2,1050,0.9828080229226361,0.98,0.9814020028612304
3,3,3,1050,0.9848341232227488,0.9895238095238095,0.9871733966745844
4,4,4,1050,0.9792060491493384,0.9866666666666667,0.9829222011385199
5,5,5,1050,0.9820415879017014,0.9895238095238095,0.9857685009487667
6,6,6,1050,0.9854791868344628,0.9695238095238096,0.9774363898223717
7,7,7,1050,0.9792843691148776,0.9904761904761905,0.9848484848484849
8,8,8,1050,0.9847473784556721,0.9838095238095238,0.9842782277274892
9,9,9,1050,0.9971181556195965,0.9885714285714285,0.9928263988522237
