batch_size,epoch,loss,accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds,train_examples,train_examples_per_second,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support
16,1,0.6093006730079651,0.8071224689483643,0.2656631767749786,0.9250476360321044,0.925047619047619,0.9248231017321892,0.0003000000142492,210.792400186,49000.0,232.45619840546027,0.9526488513830286,0.938134810710988,0.9676190476190476,1050.0,0.9423459244532802,0.9854469854469856,0.9028571428571428,1050.0,0.9043478260869564,0.9176470588235294,0.8914285714285715,1050.0,0.9366034243405832,0.9108910891089108,0.9638095238095238,1050.0,0.8951194184839045,0.9840182648401826,0.820952380952381,1050.0,0.929068150208623,0.9051490514905148,0.9542857142857144,1050.0,0.9016166281755196,0.8753363228699551,0.9295238095238096,1050.0,0.9306930693069309,0.8822525597269625,0.9847619047619048,1050.0,0.925414364640884,0.8957219251336899,0.9571428571428572,1050.0,0.9303733602421796,0.9892703862660944,0.878095238095238,1050.0
16,2,0.1854230761528015,0.9451632499694824,0.2032018154859542,0.9435238242149352,0.9435238095238094,0.9435715567791844,0.0003000000142492,345.81273874199985,49000.0,141.6951850248564,0.9593647828117702,0.9413382218148488,0.978095238095238,1050.0,0.938,0.9873684210526316,0.8933333333333333,1050.0,0.9284671532846716,0.9492537313432836,0.9085714285714286,1050.0,0.9677729677729678,0.977648202137998,0.958095238095238,1050.0,0.9235412474849096,0.9786780383795308,0.8742857142857143,1050.0,0.9587332053742802,0.9661508704061896,0.9514285714285714,1050.0,0.9120073327222732,0.8789752650176679,0.9476190476190476,1050.0,0.9466970387243736,0.9074235807860264,0.9895238095238096,1050.0,0.9315813321250568,0.888504753673293,0.979047619047619,1050.0,0.9695505074915416,0.9842983316977428,0.9552380952380952,1050.0
16,3,0.1600357294082641,0.9541020393371582,0.1392806023359298,0.9607619047164916,0.9607619047619048,0.9606836280561928,0.0003000000142492,264.577246348,49000.0,185.20111111728036,0.9708830548926014,0.9732057416267944,0.9685714285714284,1050.0,0.9649952696310312,0.9586466165413534,0.9714285714285714,1050.0,0.9461196243203164,0.9835560123329908,0.9114285714285716,1050.0,0.9671669793621012,0.9528650646950092,0.981904761904762,1050.0,0.944889307583608,0.934762348555452,0.9552380952380952,1050.0,0.964785335262904,0.9775171065493646,0.9523809523809524,1050.0,0.9469623915139826,0.958984375,0.9352380952380952,1050.0,0.9685593618019708,0.9546716003700276,0.9828571428571428,1050.0,0.9666030534351144,0.968451242829828,0.9647619047619048,1050.0,0.9658719027582984,0.9485766758494032,0.9838095238095238,1050.0
16,4,0.1225603893399238,0.9655306339263916,0.1181794926524162,0.9655238389968872,0.9655238095238096,0.965500214489247,0.0003000000142492,222.54535516400009,49000.0,220.17983688713923,0.9696969696969696,0.979591836734694,0.96,1050.0,0.9636277751535192,0.9559512652296156,0.9714285714285714,1050.0,0.9635666347075744,0.97007722007722,0.9571428571428572,1050.0,0.977948226270374,0.9845559845559846,0.9714285714285714,1050.0,0.9549019607843136,0.9838383838383838,0.9276190476190476,1050.0,0.9638783269961978,0.9620493358633776,0.9657142857142856,1050.0,0.9521100047415836,0.9480642115203022,0.956190476190476,1050.0,0.973659454374412,0.9618959107806692,0.9857142857142858,1050.0,0.963968179691156,0.9475620975160992,0.9809523809523808,1050.0,0.9716446124763704,0.9643527204502814,0.979047619047619,1050.0
16,5,0.0999768003821373,0.972183644771576,0.1236291006207466,0.966857135295868,0.9668571428571427,0.9668375237198108,0.0003000000142492,184.839038396,49000.0,265.09551459049567,0.9785816277962874,0.978116079923882,0.979047619047619,1050.0,0.9567669172932332,0.9443413729128016,0.9695238095238096,1050.0,0.9581126624939816,0.9688412852969815,0.9476190476190476,1050.0,0.975563909774436,0.9628942486085345,0.9885714285714284,1050.0,0.9696385542168676,0.9814634146341464,0.958095238095238,1050.0,0.9688715953307394,0.9900596421471172,0.9485714285714286,1050.0,0.9469586374695864,0.9681592039800996,0.9266666666666666,1050.0,0.9595216191352346,0.9279359430604982,0.9933333333333332,1050.0,0.9753320683111956,0.9716446124763704,0.979047619047619,1050.0,0.9790276453765492,0.9799618320610688,0.978095238095238,1050.0
16,6,0.0858185365796089,0.9750407934188844,0.1150680556893348,0.9681904911994934,0.9681904761904764,0.9682032152418302,0.0003000000142492,186.06698633399992,49000.0,263.3460183637437,0.9783757808745795,0.9873908826382152,0.9695238095238096,1050.0,0.9650675360968792,0.944393801276208,0.9866666666666668,1050.0,0.9565619223659888,0.9290843806104128,0.9857142857142858,1050.0,0.9784791965566716,0.9827089337175792,0.9742857142857144,1050.0,0.9589718240237272,0.9969167523124358,0.923809523809524,1050.0,0.9678657074340528,0.97487922705314,0.960952380952381,1050.0,0.953861097620204,0.9732408325074332,0.9352380952380952,1050.0,0.9819734345351044,0.9782608695652174,0.9857142857142858,1050.0,0.9604834960483496,0.938237965485922,0.9838095238095238,1050.0,0.9803921568627452,0.9846301633045148,0.9761904761904762,1050.0
16,7,0.0749651789665222,0.9778571724891664,0.0920720025897026,0.9735237956047058,0.9735238095238096,0.9735397476334532,0.0003000000142492,185.86861946499997,49000.0,263.6270723968387,0.9759615384615384,0.9854368932038836,0.9666666666666668,1050.0,0.9796882380727444,0.971883786316776,0.9876190476190476,1050.0,0.9675262655205348,0.9703065134099615,0.9647619047619048,1050.0,0.9790076335877864,0.9808795411089866,0.9771428571428572,1050.0,0.9669064748201438,0.9739130434782608,0.96,1050.0,0.9561605906783572,0.927484333034915,0.9866666666666668,1050.0,0.9600778967867576,0.9820717131474104,0.939047619047619,1050.0,0.9843230403800476,0.9819905213270144,0.9866666666666668,1050.0,0.9815428300993848,0.9755409219190968,0.9876190476190476,1050.0,0.984202967927238,0.989412897016362,0.979047619047619,1050.0
16,8,0.0655787363648414,0.980795919895172,0.1561619043350219,0.9613333344459534,0.9613333333333334,0.9613702245189678,0.0003000000142492,180.30284980299984,49000.0,271.7649779442629,0.9604051565377532,0.929590017825312,0.9933333333333332,1050.0,0.9610750695088044,0.9359205776173284,0.9876190476190476,1050.0,0.9380352644836272,0.9957219251336898,0.8866666666666667,1050.0,0.9783965434469516,0.9864472410454984,0.9704761904761904,1050.0,0.9591439688715954,0.9801192842942346,0.939047619047619,1050.0,0.9623471882640589,0.9889447236180904,0.9371428571428572,1050.0,0.9389628269848554,0.9061116031886626,0.9742857142857144,1050.0,0.9737609329446064,0.9940476190476192,0.9542857142857144,1050.0,0.9554841670491052,0.9220549158547388,0.9914285714285714,1050.0,0.9860911270983213,0.9932367149758454,0.979047619047619,1050.0
16,9,0.0571718551218509,0.9839591979980468,0.0807936266064643,0.9792380928993224,0.9792380952380952,0.9792466540632012,0.0003000000142492,219.02022433,49000.0,223.72363168695875,0.9876190476190476,0.9876190476190476,0.9876190476190476,1050.0,0.9792771084337348,0.991219512195122,0.9676190476190476,1050.0,0.9727923627684965,0.9751196172248804,0.9704761904761904,1050.0,0.9824228028503562,0.9800947867298578,0.9847619047619048,1050.0,0.9800190294957184,0.9790874524714828,0.9809523809523808,1050.0,0.9710763394973922,0.9669499527856468,0.9752380952380952,1050.0,0.9706994328922496,0.9634146341463414,0.978095238095238,1050.0,0.9828571428571428,0.9828571428571428,0.9828571428571428,1050.0,0.9814550641940084,0.98005698005698,0.9828571428571428,1050.0,0.9842482100238664,0.9866028708133971,0.981904761904762,1050.0
16,10,0.0522081516683101,0.9842653274536132,0.0864724665880203,0.9760000109672546,0.976,0.9759713094984908,0.0003000000142492,200.76023378699983,49000.0,244.07224018272177,0.9806694955209806,0.9710550887021476,0.9904761904761904,1050.0,0.9758637008991956,0.9698965192850424,0.981904761904762,1050.0,0.9671814671814672,0.980430528375734,0.9542857142857144,1050.0,0.9755160825732117,0.9835430784123912,0.9676190476190476,1050.0,0.9710982658959536,0.9824561403508772,0.96,1050.0,0.9753320683111956,0.9716446124763704,0.979047619047619,1050.0,0.9662065683008092,0.9657469077069456,0.9666666666666668,1050.0,0.983451536643026,0.976525821596244,0.9904761904761904,1050.0,0.9777145566619252,0.9735599622285176,0.981904761904762,1050.0,0.9866793529971456,0.9857414448669202,0.9876190476190476,1050.0
