epoch,loss,accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds,train_examples,train_examples_per_second,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support
1,2.08709979057312,0.14882506430149078,1.9427409172058105,0.14933134615421295,0.15080589718916454,0.125811281363051,0.0003000000142492354,19.802089981007157,8043.0,406.1692481810914,0.19457436856875585,0.14910394265232976,0.27994616419919244,743.0,0.023769100169779286,0.013806706114398421,0.08536585365853659,82.0,0.07435653002859866,0.1387900355871886,0.05078125,768.0,0.17029903699949314,0.2692307692307692,0.1245366938472943,1349.0,0.0675422138836773,0.23376623376623376,0.039473684210526314,912.0,0.17784552845528456,0.12792397660818713,0.2916666666666667,600.0,0.17229219143576827,0.16208530805687205,0.18387096774193548,930.0
2,1.9937117099761963,0.14646276831626892,1.951211929321289,0.11348439753055573,0.19295261312211548,0.09862732984554749,0.0003000000142492354,4.917725927996798,8043.0,1635.5120471864645,0.007926023778071334,0.21428571428571427,0.004037685060565276,743.0,0.0392638036809816,0.020138451856513532,0.7804878048780488,82.0,0.0,0.0,0.0,768.0,0.1937046004842615,0.27932960893854747,0.14825796886582654,1349.0,0.258751902587519,0.24079320113314448,0.27960526315789475,912.0,0.15789473684210525,0.23076923076923078,0.12,600.0,0.03285024154589372,0.1619047619047619,0.01827956989247312,930.0
3,1.9670097827911377,0.1539226621389389,1.9416106939315796,0.14264486730098724,0.19989068679683436,0.12898237136912738,0.0003000000142492354,4.79758644499816,8043.0,1676.4679682604624,0.1867881548974943,0.16189536031589338,0.22072678331090176,743.0,0.04125412541254125,0.02134927412467976,0.6097560975609756,82.0,0.002574002574002574,0.1111111111111111,0.0013020833333333333,768.0,0.2510748065348237,0.29887410440122825,0.21645663454410674,1349.0,0.19220055710306405,0.2633587786259542,0.1513157894736842,912.0,0.2103321033210332,0.23553719008264462,0.19,600.0,0.018652849740932644,0.2571428571428571,0.00967741935483871,930.0
4,1.9533308744430542,0.15740396082401276,1.9351115226745605,0.1593610644340515,0.22334423072302795,0.14518455985895537,0.0003000000142492354,4.811242414987646,8043.0,1671.7095723435195,0.0927536231884058,0.1643835616438356,0.06460296096904442,743.0,0.04701273261508325,0.024489795918367346,0.5853658536585366,82.0,0.0,0.0,0.0,768.0,0.20237480640165204,0.3333333333333333,0.14529280948851,1349.0,0.21296296296296294,0.2683333333333333,0.17653508771929824,912.0,0.290588882773803,0.21692686935086278,0.44,600.0,0.1705989110707804,0.1950207468879668,0.15161290322580645,930.0
5,1.9408133029937744,0.1738157421350479,1.920919418334961,0.18109212815761566,0.22587288397621652,0.16166350429497608,0.0003000000142492354,4.8615199659980135,8043.0,1654.4208511440033,0.166023166023166,0.15906288532675708,0.17362045760430686,743.0,0.04742145820983995,0.024922118380062305,0.4878048780487805,82.0,0.0,0.0,0.0,768.0,0.2286785379568885,0.310828025477707,0.1808747220163084,1349.0,0.28197674418604657,0.2526041666666667,0.3190789473684211,912.0,0.3167883211678832,0.2818181818181818,0.3616666666666667,600.0,0.0907563025210084,0.2076923076923077,0.05806451612903226,930.0
6,1.9275994300842285,0.18512992560863495,1.9030876159667969,0.19372214376926422,0.22947839029053535,0.1700983987319886,0.0003000000142492354,5.001957177009899,8043.0,1607.9705833883197,0.1674808094905792,0.17391304347826086,0.16150740242261102,743.0,0.04467609828741623,0.023790642347343377,0.36585365853658536,82.0,0.020176544766708698,0.32,0.010416666666666666,768.0,0.2254758418740849,0.33,0.17123795404002964,1349.0,0.26186392224128074,0.2735961768219833,0.25109649122807015,912.0,0.3232323232323232,0.2318840579710145,0.5333333333333333,600.0,0.14778325123152708,0.21384928716904278,0.11290322580645161,930.0
7,1.9047304391860962,0.21210990846157074,1.895923137664795,0.1907503753900528,0.24295637507231807,0.17226408506360538,0.0003000000142492354,4.88192837999668,8043.0,1647.5047100149122,0.15821812596006146,0.18425760286225404,0.1386271870794078,743.0,0.04674668351231838,0.02465023317788141,0.45121951219512196,82.0,0.05251141552511416,0.21296296296296297,0.029947916666666668,768.0,0.20390913893291074,0.3547794117647059,0.1430689399555226,1349.0,0.2595693779904306,0.2855263157894737,0.23793859649122806,912.0,0.34340527577937646,0.24107744107744108,0.5966666666666667,600.0,0.1414885777450258,0.22482435597189696,0.1032258064516129,930.0
8,1.8871818780899048,0.21758051216602325,1.8881605863571167,0.18443536758422852,0.24262555291777624,0.1710094714334664,0.0003000000142492354,5.045965379991685,8043.0,1593.9467266050196,0.16975748930099857,0.18057663125948406,0.1601615074024226,743.0,0.0436291522062469,0.022739018087855296,0.5365853658536586,82.0,0.002564102564102564,0.08333333333333333,0.0013020833333333333,768.0,0.20020855057351405,0.3374340949033392,0.14232765011119347,1349.0,0.2977867203219316,0.275092936802974,0.32456140350877194,912.0,0.3844580777096114,0.32525951557093424,0.47,600.0,0.09866220735785954,0.22180451127819548,0.06344086021505377,930.0
9,1.8625680208206177,0.2384682297706604,1.8584089279174805,0.21266716718673706,0.2536662682984973,0.20138935987444267,0.0003000000142492354,4.783942897993256,8043.0,1681.2491644442152,0.1979964643488509,0.1761006289308176,0.22611036339165544,743.0,0.047978067169294036,0.025417574437182282,0.4268292682926829,82.0,0.05317919075144508,0.23711340206185566,0.029947916666666668,768.0,0.24533064109035843,0.38449367088607594,0.18013343217197925,1349.0,0.24175824175824176,0.2727272727272727,0.21710526315789475,912.0,0.41683638832315006,0.3516609392898053,0.5116666666666667,600.0,0.20664652567975828,0.23586206896551723,0.18387096774193548,930.0
10,1.8380763530731201,0.25637200474739075,1.8634899854660034,0.2052377462387085,0.26326593593973807,0.19284130539579697,0.0003000000142492354,4.973644691999652,8043.0,1617.1239600081512,0.15202952029520295,0.16830065359477125,0.1386271870794078,743.0,0.050190943807965085,0.026270702455739578,0.5609756097560976,82.0,0.06451612903225806,0.22137404580152673,0.037760416666666664,768.0,0.2711864406779661,0.39106145251396646,0.20756115641215717,1349.0,0.25429553264604815,0.26618705035971224,0.24342105263157895,912.0,0.41183723797780514,0.3268101761252446,0.5566666666666666,600.0,0.14583333333333334,0.2861635220125786,0.0978494623655914,930.0
11,1.8062011003494263,0.2716647982597351,1.814374566078186,0.24925705790519714,0.27334720471094875,0.2220350106233216,0.0003000000142492354,4.783432137002819,8043.0,1681.4286833469212,0.1954022988505747,0.1859052247873633,0.20592193808882908,743.0,0.060165975103734434,0.032879818594104306,0.35365853658536583,82.0,0.10877862595419847,0.20357142857142857,0.07421875,768.0,0.31483987370320254,0.402073732718894,0.2587101556708673,1349.0,0.30628019323671496,0.27374784110535405,0.3475877192982456,912.0,0.4231242312423124,0.33528265107212474,0.5733333333333334,600.0,0.1456538762725137,0.2680115273775216,0.1,930.0
12,1.7851035594940186,0.28521695733070374,1.865459680557251,0.21638187766075134,0.28256029625278034,0.19657676886122685,0.0003000000142492354,4.684473560992046,8043.0,1716.9485312020222,0.1298245614035088,0.18639798488664988,0.09959623149394348,743.0,0.06043329532497149,0.031698564593301434,0.6463414634146342,82.0,0.055248618784530384,0.18248175182481752,0.032552083333333336,768.0,0.29958391123439665,0.39803439803439805,0.24017790956263899,1349.0,0.24877450980392157,0.28194444444444444,0.2225877192982456,912.0,0.40088593576965675,0.30016583747927034,0.6033333333333334,600.0,0.18128654970760236,0.2831050228310502,0.13333333333333333,930.0
13,1.758258581161499,0.30212607979774475,1.8017178773880005,0.25742942094802856,0.29279868649712054,0.2330889420494086,0.0003000000142492354,4.825333706990932,8043.0,1666.8277239245278,0.15617529880478087,0.19140625,0.13189771197846567,743.0,0.07333333333333332,0.03935599284436494,0.5365853658536586,82.0,0.11047619047619046,0.20567375886524822,0.07552083333333333,768.0,0.365494685200327,0.4074749316317229,0.3313565604151223,1349.0,0.30311483031148306,0.26311541565778856,0.3574561403508772,912.0,0.44376899696048633,0.40782122905027934,0.4866666666666667,600.0,0.17925925925925923,0.28809523809523807,0.13010752688172042,930.0
14,1.7279493808746338,0.3181648552417755,1.8104939460754395,0.2553863227367401,0.29615595843475656,0.23118760003225672,0.0003000000142492354,4.722511586995097,8043.0,1703.1191669595687,0.16081871345029242,0.176,0.1480484522207268,743.0,0.07058823529411766,0.03755868544600939,0.5853658536585366,82.0,0.07142857142857142,0.21153846153846154,0.04296875,768.0,0.3812893081761006,0.40585774058577406,0.35952557449962935,1349.0,0.24308681672025728,0.2939346811819596,0.20723684210526316,912.0,0.4414090582314881,0.38811630847029077,0.5116666666666667,600.0,0.24969249692496928,0.2916666666666667,0.21827956989247313,930.0
15,1.7039777040481567,0.3359442949295044,1.8623425960540771,0.23625557124614716,0.30149491743056384,0.2281437015391822,0.0003000000142492354,4.758709410991287,8043.0,1690.1641401811426,0.19525801952580193,0.20260492040520983,0.18842530282637954,743.0,0.06570155902004454,0.03442240373395566,0.7195121951219512,82.0,0.0505166475315729,0.21359223300970873,0.028645833333333332,768.0,0.33976124885215797,0.44632086851628466,0.2742772424017791,1349.0,0.26365795724465557,0.28756476683937826,0.24342105263157895,912.0,0.4493464052287582,0.4407051282051282,0.4583333333333333,600.0,0.23276407337128402,0.282642089093702,0.1978494623655914,930.0
16,1.6773627996444702,0.3415392339229584,1.7889059782028198,0.2726597189903259,0.3061438725288434,0.24582417288482367,0.0003000000142492354,4.91722563499934,8043.0,1635.6784489921172,0.1603305785123967,0.20770877944325483,0.13055181695827725,743.0,0.08347529812606473,0.04487179487179487,0.5975609756097561,82.0,0.0878048780487805,0.17509727626459143,0.05859375,768.0,0.4112994350282486,0.41807044410413474,0.4047442550037065,1349.0,0.28885400313971743,0.27627627627627627,0.3026315789473684,912.0,0.46075085324232085,0.47202797202797203,0.45,600.0,0.2282541640962369,0.26772793053545585,0.1989247311827957,930.0
17,1.644606351852417,0.358075350522995,1.7846837043762207,0.27061665058135986,0.30870038394259736,0.2514500604373407,0.0003000000142492354,4.787917343011941,8043.0,1679.8535613274353,0.1896067415730337,0.19823788546255505,0.1816958277254374,743.0,0.09251968503937007,0.05032119914346895,0.573170731707317,82.0,0.11081794195250658,0.17073170731707318,0.08203125,768.0,0.38776389487289964,0.46296296296296297,0.3335804299481097,1349.0,0.2885973763874874,0.2672897196261682,0.31359649122807015,912.0,0.45292207792207795,0.44145569620253167,0.465,600.0,0.2379227053140097,0.2713498622589532,0.2118279569892473,930.0
18,1.6243647336959839,0.3769737780094147,1.778954267501831,0.2804606258869171,0.3115568350376274,0.2512812694611374,0.0003000000142492354,4.86644506000448,8043.0,1652.746491705507,0.18790035587188614,0.19939577039274925,0.17765814266487215,743.0,0.08808808808808807,0.04798255179934569,0.5365853658536586,82.0,0.08721506442021804,0.1825726141078838,0.057291666666666664,768.0,0.42177419354838713,0.4624226348364279,0.3876945885841364,1349.0,0.25602755453501724,0.26867469879518074,0.24451754385964913,912.0,0.4659498207885304,0.4088050314465409,0.5416666666666666,600.0,0.2520138089758343,0.27103960396039606,0.23548387096774193,930.0
19,1.5994646549224854,0.3802063763141632,1.835279941558838,0.26745912432670593,0.3262086515825632,0.24948248074096732,0.0003000000142492354,4.858909023008891,8043.0,1655.3098569891215,0.1879699248120301,0.21294718909710392,0.16823687752355315,743.0,0.0835044490075291,0.04423495286439449,0.7439024390243902,82.0,0.1054766734279919,0.23853211009174313,0.06770833333333333,768.0,0.407108239095315,0.4472049689440994,0.37361008154188285,1349.0,0.23952095808383234,0.30456852791878175,0.19736842105263158,912.0,0.4699367088607595,0.44728915662650603,0.495,600.0,0.2528604118993135,0.2701711491442543,0.23763440860215054,930.0
20,1.5699113607406616,0.39848315715789795,1.7807868719100952,0.29011887311935425,0.3278827394953621,0.2602589444365922,0.0003000000142492354,4.745638244989095,8043.0,1694.8194499428141,0.2001389854065323,0.20689655172413793,0.19380888290713325,743.0,0.10427528675703858,0.05701254275940707,0.6097560975609756,82.0,0.10820895522388059,0.19078947368421054,0.07552083333333333,768.0,0.4294573643410853,0.45004061738424045,0.4106745737583395,1349.0,0.21797593772116064,0.3073852295409182,0.16885964912280702,912.0,0.47267355982274745,0.4244031830238727,0.5333333333333333,600.0,0.2890825217837007,0.2761998041136141,0.3032258064516129,930.0
