class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9865384615384616,0.9771428571428571,0.9818181818181818
1,1,1,1050,0.9846301633045149,0.9761904761904762,0.9803921568627451
2,2,2,1050,0.9613572101790764,0.9714285714285714,0.9663666508763619
3,3,3,1050,0.9801699716713881,0.9885714285714285,0.9843527738264579
4,4,4,1050,0.9761222540592168,0.9733333333333334,0.9747257987601335
5,5,5,1050,0.9744801512287334,0.981904761904762,0.9781783681214421
6,6,6,1050,0.9788053949903661,0.9676190476190476,0.9731800766283525
7,7,7,1050,0.9744801512287334,0.981904761904762,0.9781783681214421
8,8,8,1050,0.9810246679316889,0.9847619047619047,0.9828897338403043
9,9,9,1050,0.9827586206896551,0.9771428571428571,0.9799426934097422
