epoch,accuracy,epoch_seconds,learning_rate,loss,train_examples,train_examples_per_second,val_accuracy,val_balanced_accuracy,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support,val_loss,val_macro_f1
1,0.40719690918922424,337.0306188049999,0.0003000000142492354,1.685194969177246,208506.0,618.655956955169,0.6653014421463013,0.6146166805702069,0.7005193306405076,0.8326474622770919,0.6045816733067729,1004.0,0.8469300495980845,0.8245088245088245,0.870604781997187,2844.0,0.8008222932846049,0.808579335793358,0.7932126696832579,2210.0,0.501722949689869,0.4126984126984127,0.6397188049209139,1707.0,0.8046589018302829,0.8017241379310345,0.8076152304609219,1497.0,0.455126050420168,0.42712933753943216,0.4870503597122302,1390.0,0.5191053122087604,0.5626262626262626,0.4818339100346021,1156.0,0.7672188317349607,0.7638888888888888,0.7705779334500875,1142.0,0.21581670362158167,0.4207492795389049,0.14512922465208747,1006.0,0.6009389671361502,0.6684073107049608,0.5458422174840085,938.0,0.9953281283378601,0.621285939016497
2,0.6851025819778442,314.39583175000007,0.0003000000142492354,0.9505999684333801,208506.0,663.1958154133509,0.7785685658454895,0.7543046998798157,0.8036072144288579,0.8084677419354839,0.798804780876494,1004.0,0.8724074995852,0.8259503612943764,0.9244022503516175,2844.0,0.8645760743321719,0.8883054892601432,0.8420814479638009,2210.0,0.6439699942296595,0.6344513928368392,0.6537785588752196,1707.0,0.8631649381063901,0.8646112600536193,0.8617234468937875,1497.0,0.6824146981627297,0.7126076742364917,0.6546762589928058,1390.0,0.68317247167436,0.6634066829665851,0.7041522491349481,1156.0,0.8239110287303058,0.875,0.7784588441330998,1142.0,0.623688155922039,0.6271356783919598,0.6202783300198808,1006.0,0.7360801781737194,0.7703962703962703,0.7046908315565032,938.0,0.6768603324890137,0.7596992253345434
3,0.7530239224433899,332.82429428800015,0.0003000000142492354,0.7633525133132935,208506.0,626.474700250022,0.8130791187286377,0.7980649340107221,0.8401960784313726,0.8272200772200772,0.853585657370518,1004.0,0.8728409277841751,0.8200927357032457,0.9328410689170182,2844.0,0.8732525629077353,0.9000960614793467,0.8479638009049774,2210.0,0.7190872648781992,0.7591145833333334,0.68306971294669,1707.0,0.8797297297297296,0.8899521531100478,0.8697394789579158,1497.0,0.7398886827458256,0.7639846743295019,0.7172661870503597,1390.0,0.7337579617834395,0.7206005004170142,0.7474048442906575,1156.0,0.8421052631578947,0.8820709491850431,0.8056042031523643,1142.0,0.7219413549039434,0.7345679012345679,0.709741550695825,1006.0,0.7781744008159103,0.7458455522971652,0.8134328358208955,938.0,0.5773926973342896,0.8000974227138226
4,0.7881643772125244,321.6032685209998,0.0003000000142492354,0.6657565236091614,208506.0,648.3329630289039,0.8283872604370117,0.8135382875155921,0.8431952662721894,0.8349609375,0.851593625498008,1004.0,0.8981465136804943,0.9018078695498051,0.8945147679324894,2844.0,0.887964887964888,0.9070316186880604,0.869683257918552,2210.0,0.7432776677045004,0.7190580503833516,0.7691857059168131,1707.0,0.8825082508250824,0.8721461187214612,0.8931195724782899,1497.0,0.7586433980902205,0.6994535519125683,0.8287769784172662,1390.0,0.7422680412371133,0.8098159509202454,0.6851211072664359,1156.0,0.8540359682141363,0.8174539631705364,0.8940455341506129,1142.0,0.7331002331002331,0.8859154929577465,0.6252485089463221,1006.0,0.8031168831168831,0.7831813576494427,0.82409381663113,938.0,0.5287134647369385,0.8146257110205741
5,0.8104754686355591,311.60318096300034,0.0003000000142492354,0.5981016755104065,208506.0,669.1395105647459,0.8494024276733398,0.8400449083140442,0.8593673965936739,0.840152235965747,0.8794820717131474,1004.0,0.899540148567386,0.9049822064056939,0.8941631504922645,2844.0,0.8884916201117319,0.8777041942604856,0.8995475113122172,2210.0,0.78910741301059,0.8160200250312891,0.7639132981839485,1707.0,0.873490146217419,0.8332322619769558,0.9178356713426854,1497.0,0.8059807760768958,0.7977448907681466,0.814388489208633,1390.0,0.793678665496049,0.8057040998217468,0.7820069204152249,1156.0,0.8755020080321285,0.8926296633303002,0.8590192644483362,1142.0,0.7913135593220341,0.8469387755102041,0.742544731610338,1006.0,0.8208569953536398,0.7957957957957958,0.847547974413646,938.0,0.47471949458122253,0.8397328728781547
6,0.8258659243583679,313.51537842000016,0.0003000000142492354,0.5546602010726929,208506.0,665.0582853408722,0.8561837077140808,0.8440694358441684,0.8843058350100603,0.8932926829268293,0.8754980079681275,1004.0,0.8961235106561504,0.8571428571428571,0.9388185654008439,2844.0,0.9014019765571133,0.9159271368519384,0.8873303167420814,2210.0,0.7931235431235432,0.7889855072463768,0.7973052138254247,1707.0,0.8986190636577972,0.90625,0.8911155644622578,1497.0,0.8256880733944955,0.8809135399673735,0.7769784172661871,1390.0,0.8017353579175706,0.804177545691906,0.7993079584775087,1156.0,0.8737137511693172,0.9377510040160643,0.8178633975481612,1142.0,0.7780952380952382,0.746800731261426,0.8121272365805169,1006.0,0.8207253886010363,0.7983870967741935,0.8443496801705757,938.0,0.4512176811695099,0.8473531738182322
7,0.8372900485992432,334.53153235100035,0.0003000000142492354,0.5191738605499268,208506.0,623.2775682898238,0.8666577339172363,0.8532667916550736,0.8881083793276466,0.8948432760364005,0.8814741035856574,1004.0,0.9033248081841432,0.8768619662363456,0.9314345991561181,2844.0,0.9069244604316548,0.9012511170688114,0.9126696832579185,2210.0,0.8126834997064003,0.8145968216597999,0.8107791446983011,1707.0,0.8969174676831289,0.8901315789473684,0.9038076152304609,1497.0,0.8369098712446351,0.8321479374110953,0.841726618705036,1390.0,0.8168631006346329,0.8580952380952381,0.7794117647058824,1156.0,0.8826086956521738,0.8765112262521589,0.8887915936952715,1142.0,0.8028477546549836,0.8939024390243903,0.7286282306163022,1006.0,0.8296219575349558,0.8066465256797583,0.8539445628997868,938.0,0.42467209696769714,0.8576809995054354
8,0.8465223908424377,311.13118113100063,0.0003000000142492354,0.4926685690879822,208506.0,670.1546249464766,0.8757217526435852,0.8686583202302346,0.8947885939036381,0.883495145631068,0.9063745019920318,1004.0,0.9135758651286602,0.9222500895736295,0.9050632911392406,2844.0,0.9115004492362984,0.9049955396966993,0.9180995475113122,2210.0,0.8257042253521126,0.8271604938271605,0.8242530755711776,1707.0,0.9059602649006623,0.8982271831910703,0.9138276553106213,1497.0,0.8449781659388647,0.8549337260677466,0.8352517985611511,1390.0,0.8267683185091064,0.8099585062240664,0.8442906574394463,1156.0,0.8886941279579317,0.8894736842105263,0.8879159369527145,1142.0,0.8214466363176529,0.8362512873326468,0.8071570576540755,1006.0,0.8466060929983965,0.8488745980707395,0.8443496801705757,938.0,0.4028322398662567,0.8680022740243324
9,0.8541960716247559,298.72456745,0.0003000000142492354,0.46974435448646545,208506.0,697.9874530570686,0.8792130947113037,0.8696907880014937,0.8938938938938938,0.8983903420523138,0.8894422310756972,1004.0,0.9160411939256415,0.9095320623916812,0.9226441631504922,2844.0,0.9120214909335125,0.9025254762959681,0.9217194570135746,2210.0,0.832707310026004,0.8215507411630558,0.8441710603397774,1707.0,0.9125552909152772,0.9299583911234397,0.8957915831663327,1497.0,0.8566243194192378,0.8644688644688645,0.8489208633093526,1390.0,0.8323900740095778,0.8378615249780894,0.8269896193771626,1156.0,0.8874113475177304,0.8985637342908438,0.8765323992994746,1142.0,0.8252032520325203,0.8440748440748441,0.8071570576540755,1006.0,0.8446298227320126,0.826530612244898,0.8635394456289979,938.0,0.39119064807891846,0.8713477995405409
10,0.859845757484436,339.5183656250001,0.0003000000142492354,0.45113885402679443,208506.0,614.1228902777412,0.8794145584106445,0.8695687381873993,0.8985507246376812,0.9017051153460381,0.8954183266932271,1004.0,0.9156835530881333,0.9037671232876713,0.9279184247538678,2844.0,0.9010654490106546,0.8673084972791963,0.9375565610859729,2210.0,0.8352976730129948,0.8626716604244694,0.8096074985354423,1707.0,0.9098143236074271,0.9032258064516129,0.916499665998664,1497.0,0.8548148148148149,0.8809160305343512,0.8302158273381295,1390.0,0.8345195729537366,0.8589743589743589,0.8114186851211073,1156.0,0.8925546143557735,0.9091734786557675,0.8765323992994746,1142.0,0.8245967741935484,0.83640081799591,0.8131212723658051,1006.0,0.8555093555093555,0.834685598377282,0.8773987206823027,938.0,0.38938412070274353,0.8722406855184118
