class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9866412213740458,0.9847619047619047,0.9857006673021925
1,1,1,1050,0.981904761904762,0.981904761904762,0.981904761904762
2,2,2,1050,0.9511737089201878,0.9647619047619047,0.957919621749409
3,3,3,1050,0.9772942289498581,0.9838095238095238,0.9805410536307546
4,4,4,1050,0.9615023474178404,0.9752380952380952,0.968321513002364
5,5,5,1050,0.9835589941972921,0.9685714285714285,0.9760076775431862
6,6,6,1050,0.9775171065493646,0.9523809523809523,0.964785335262904
7,7,7,1050,0.9735599622285175,0.981904761904762,0.9777145566619252
8,8,8,1050,0.9799426934097422,0.9771428571428571,0.9785407725321889
9,9,9,1050,0.9809885931558935,0.9828571428571429,0.9819219790675547
