epoch,accuracy,epoch_seconds,learning_rate,loss,train_examples,train_examples_per_second,val_accuracy,val_balanced_accuracy,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support,val_loss,val_macro_f1
1,0.7348091006278992,157.296148791007,0.0003000000142492354,0.8205103874206543,73498.0,467.2587381503778,0.9107874035835266,0.909307572777131,0.9324817518248175,0.884083044982699,0.9864864864864865,1036.0,0.975298126064736,0.9819897084048027,0.9686971235194586,1182.0,0.8896484374999999,0.9119119119119119,0.8684461391801716,1049.0,0.8819990745025451,0.8743119266055046,0.8898225957049486,1071.0,0.938894277400582,0.9325626204238922,0.9453125,1024.0,0.8553386911595867,0.9371069182389937,0.7866948257655755,947.0,0.9327146171693736,0.8949243098842387,0.9738372093023255,1032.0,0.9059912323429129,0.9697601668404588,0.850091407678245,1094.0,0.9152542372881356,0.9348268839103869,0.896484375,1024.0,0.8646717284502009,0.8100418410041841,0.9272030651340997,1044.0,0.2856496274471283,0.9092292173702891
2,0.9096574187278748,138.90071187500143,0.0003000000142492354,0.29358476400375366,73498.0,529.1405566455398,0.9402075409889221,0.9393687492727416,0.9661181026137464,0.9689320388349515,0.9633204633204633,1036.0,0.9821580288870008,0.9863481228668942,0.9780033840947546,1182.0,0.9105289174493325,0.9455852156057495,0.8779790276453765,1049.0,0.9146940598481464,0.8767123287671232,0.9561157796451915,1071.0,0.9571356530509328,0.9895724713242962,0.9267578125,1024.0,0.9142550911039657,0.9281828073993471,0.9007391763463569,947.0,0.9578582052553297,0.9807106598984772,0.936046511627907,1032.0,0.9570494864612511,0.9780534351145038,0.9369287020109689,1094.0,0.926852288815479,0.8968036529680365,0.958984375,1024.0,0.9112426035502958,0.8681699913269731,0.9588122605363985,1044.0,0.18832898139953613,0.939789243703548
3,0.9331274032592773,139.13519354100572,0.0003000000142492354,0.22525005042552948,73498.0,528.2488070017941,0.9551556706428528,0.9543895694949942,0.9627534181989627,0.9410138248847926,0.9855212355212355,1036.0,0.9843419382141346,0.9847586790855207,0.9839255499153976,1182.0,0.933584550164861,0.9227188081936686,0.9447092469018112,1049.0,0.9402914903620123,0.946969696969697,0.9337068160597572,1071.0,0.9751583049196297,0.9727891156462585,0.9775390625,1024.0,0.927038626609442,0.9422028353326063,0.9123548046462513,947.0,0.95274831243973,0.9481765834932822,0.9573643410852714,1032.0,0.9691189827429609,0.9629963898916968,0.9753199268738574,1094.0,0.953178905864958,0.9621890547263682,0.9443359375,1024.0,0.9463414634146342,0.9642147117296223,0.9291187739463601,1044.0,0.13935846090316772,0.9544555992931325
4,0.945685625076294,139.55979412500164,0.0003000000142492354,0.18313392996788025,73498.0,526.6416481968218,0.9618204236030579,0.9618764171173548,0.979297063071738,0.9769452449567724,0.9816602316602316,1036.0,0.9867577958137548,0.996548748921484,0.9771573604060914,1182.0,0.9388154674498287,0.9647887323943662,0.9142040038131554,1049.0,0.9568515884305359,0.9720616570327553,0.942110177404295,1071.0,0.9695760598503741,0.9908256880733946,0.94921875,1024.0,0.9377215189873418,0.9007782101167315,0.9778247096092925,947.0,0.9669064748201439,0.9572649572649573,0.9767441860465116,1032.0,0.9722479185938945,0.9840823970037453,0.9606946983546618,1094.0,0.9660852713178295,0.9586538461538462,0.9736328125,1024.0,0.9398601398601399,0.9155313351498637,0.9655172413793104,1044.0,0.11607902497053146,0.9614119298195583
5,0.9558899402618408,139.176669708002,0.0003000000142492354,0.14772482216358185,73498.0,528.0913830902954,0.9715319275856018,0.9713485182206645,0.9818181818181818,0.9734345351043643,0.9903474903474904,1036.0,0.9889455782312926,0.994017094017094,0.9839255499153976,1182.0,0.9502868068833652,0.9530201342281879,0.9475691134413727,1049.0,0.9700093720712278,0.973659454374412,0.9663865546218487,1071.0,0.9818716315531603,0.9852507374631269,0.978515625,1024.0,0.9541188738269031,0.9423274974253347,0.9662090813093981,947.0,0.9688715953307394,0.97265625,0.9651162790697675,1032.0,0.9766376546037563,0.9788797061524335,0.9744058500914077,1094.0,0.9735553379040157,0.9764243614931237,0.970703125,1024.0,0.9656816015252622,0.961100569259962,0.9703065134099617,1044.0,0.0890979915857315,0.9711796633747903
6,0.9604206681251526,139.14489275000233,0.0003000000142492354,0.13068772852420807,73498.0,528.2119849849737,0.9684851765632629,0.9681349835792552,0.9832455720440402,0.9753086419753086,0.9913127413127413,1036.0,0.9877378435517971,0.9873203719357565,0.988155668358714,1182.0,0.9405509908168198,0.953921568627451,0.9275500476644424,1049.0,0.9625468164794008,0.9652582159624413,0.9598506069094305,1071.0,0.9819775937652216,0.9795918367346939,0.984375,1024.0,0.945031712473573,0.946031746031746,0.9440337909186906,947.0,0.9591254752851711,0.941231343283582,0.9777131782945736,1032.0,0.9764216366158114,0.9878391019644528,0.9652650822669104,1094.0,0.9709583736689253,0.9625719769673704,0.9794921875,1024.0,0.9724504591590141,0.9814634146341463,0.9636015325670498,1044.0,0.0957801565527916,0.9680046473859774
7,0.9651827216148376,140.0294724580017,0.0003000000142492354,0.11712320148944855,73498.0,524.8752188368336,0.974769115447998,0.9743584472340199,0.98005698005698,0.9644859813084112,0.9961389961389961,1036.0,0.9927935565917763,0.9949022939677146,0.9906937394247038,1182.0,0.9521531100478468,0.9558117195004803,0.9485224022878932,1049.0,0.9781089892873778,0.9758364312267658,0.9803921568627451,1071.0,0.9825072886297375,0.9777562862669246,0.9873046875,1024.0,0.9627263045793397,0.9709989258861439,0.9545934530095037,947.0,0.9668938656280428,0.9716242661448141,0.9622093023255814,1032.0,0.9799086757990868,0.9790145985401459,0.9808043875685558,1094.0,0.9749877390877881,0.9793103448275862,0.970703125,1024.0,0.973621103117506,0.9750240153698367,0.9722222222222222,1044.0,0.077376589179039,0.9743757612825481
8,0.9660807251930237,139.49036920801154,0.0003000000142492354,0.11277710646390915,73498.0,526.9037598602806,0.9728648662567139,0.9726532546072418,0.9807321772639691,0.9788461538461538,0.9826254826254827,1036.0,0.992787441663131,0.9957446808510638,0.9898477157360406,1182.0,0.9504092441020703,0.9601167315175098,0.9408960915157293,1049.0,0.9724170172978027,0.9737827715355806,0.9710550887021475,1071.0,0.9802955665024631,0.989065606361829,0.9716796875,1024.0,0.960082944530845,0.9429735234215886,0.9778247096092925,947.0,0.966779008184882,0.9607655502392345,0.9728682170542635,1032.0,0.9800000000000001,0.9746835443037974,0.9853747714808044,1094.0,0.9726829268292683,0.9717348927875243,0.9736328125,1024.0,0.9686141960405602,0.9766309639727361,0.960727969348659,1044.0,0.07962020486593246,0.9724800522414994
9,0.9701216220855713,139.3171459169971,0.0003000000142492354,0.09828991442918777,73498.0,527.5588981975623,0.9724840521812439,0.9722939074653448,0.9898795180722891,0.9884504331087585,0.9913127413127413,1036.0,0.9886027859856479,0.9865206402695872,0.9906937394247038,1182.0,0.9470672389127326,0.9475190839694656,0.9466158245948523,1049.0,0.9658489658489658,0.996031746031746,0.9374416433239963,1071.0,0.9835111542192047,0.976878612716763,0.990234375,1024.0,0.9548319327731093,0.9498432601880877,0.9598732840549102,947.0,0.9611742424242424,0.9398148148148148,0.9835271317829457,1032.0,0.9811494252873564,0.9870490286771508,0.9753199268738574,1094.0,0.972894482090997,0.9644913627639156,0.9814453125,1024.0,0.9762941461054669,0.9863147605083089,0.9664750957854407,1044.0,0.08140498399734497,0.9721253891720012
10,0.971441388130188,140.00770041700162,0.0003000000142492354,0.09383201599121094,73498.0,524.9568400958815,0.9773398041725159,0.9770537358323166,0.9898795180722891,0.9884504331087585,0.9913127413127413,1036.0,0.9906700593723494,0.9931972789115646,0.988155668358714,1182.0,0.9513462446858763,0.9428838951310862,0.9599618684461392,1049.0,0.9829545454545454,0.9971181556195965,0.969187675070028,1071.0,0.983017952450267,0.9768563162970106,0.9892578125,1024.0,0.9697291556027615,0.9754273504273504,0.9640971488912354,947.0,0.9707434052757793,0.9610636277302944,0.9806201550387597,1032.0,0.9845173041894353,0.9809437386569873,0.9881170018281535,1094.0,0.9717961405244928,0.9849548645937813,0.958984375,1024.0,0.9761677788369876,0.9715370018975332,0.9808429118773946,1044.0,0.07149798423051834,0.9770822104464785
