epoch,loss,accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds,train_examples,train_examples_per_second,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support
1,1.9714397192001343,0.16129931807518005,1.9075721502304077,0.15286032855510712,0.20899728767305895,0.13974170521539372,0.0003000000142492354,70.58055294500082,75363.0,1067.7587076815034,0.081419624217119,0.1813953488372093,0.052489905787348586,743.0,0.028869286287089013,0.014925373134328358,0.43902439024390244,82.0,0.0,0.0,0.0,768.0,0.07702349869451697,0.3224043715846995,0.04373610081541883,1349.0,0.2908745247148289,0.25671140939597314,0.3355263157894737,912.0,0.38101186758276073,0.3046953046953047,0.5083333333333333,600.0,0.11899313501144164,0.2047244094488189,0.08387096774193549,930.0
2,1.8673553466796875,0.20218144357204437,1.8590126037597656,0.1933506727218628,0.27015412107370446,0.17637519632411786,0.0003000000142492354,39.1014486149943,75363.0,1927.3710481176502,0.04126213592233009,0.20987654320987653,0.02288021534320323,743.0,0.04677349501948895,0.024247867085765602,0.6585365853658537,82.0,0.07231404958677685,0.175,0.045572916666666664,768.0,0.19539584503088153,0.4027777777777778,0.12898443291326908,1349.0,0.3165467625899281,0.2682926829268293,0.38596491228070173,912.0,0.4660961158657011,0.3852013057671382,0.59,600.0,0.09623797025371829,0.25821596244131456,0.05913978494623656,930.0
3,1.804442286491394,0.2310948371887207,1.7697521448135376,0.28343239426612854,0.30869568580668305,0.240316703405471,0.0003000000142492354,39.23448783600179,75363.0,1920.8355749414545,0.15346121768140114,0.20175438596491227,0.12382234185733512,743.0,0.08416389811738649,0.04628501827040195,0.4634146341463415,82.0,0.12241379310344828,0.18112244897959184,0.09244791666666667,768.0,0.4025457438345267,0.43433476394849785,0.37509266123054114,1349.0,0.3329129886506936,0.26993865030674846,0.4342105263157895,912.0,0.48480845442536324,0.40153172866520787,0.6116666666666667,600.0,0.10191082802547771,0.33136094674556216,0.060215053763440864,930.0
4,1.7402725219726562,0.2677043080329895,1.752787470817566,0.2893759310245514,0.34176153694978806,0.2554884015207451,0.0003000000142492354,39.58436035399791,75363.0,1903.8579713310576,0.09351753453772582,0.2222222222222222,0.059219380888290714,743.0,0.08333333333333333,0.04422788605697151,0.7195121951219512,82.0,0.08713272543059777,0.1963470319634703,0.055989583333333336,768.0,0.4435351882160393,0.4949771689497717,0.4017790956263899,1349.0,0.30857740585774057,0.295,0.32346491228070173,912.0,0.516773733047823,0.4519350811485643,0.6033333333333334,600.0,0.25554889022195565,0.28900949796472186,0.22903225806451613,930.0
5,1.663134217262268,0.3067287802696228,1.6491984128952026,0.3540118932723999,0.36806986361065375,0.29549650180740306,0.0003000000142492354,39.27800013999513,75363.0,1918.7076666681164,0.045,0.3157894736842105,0.024226110363391656,743.0,0.1435562805872757,0.08286252354048965,0.5365853658536586,82.0,0.1514360313315927,0.2283464566929134,0.11328125,768.0,0.5105033690051526,0.5485519591141397,0.47739065974796147,1349.0,0.34026465028355385,0.29900332225913623,0.39473684210526316,912.0,0.5224089635854342,0.4504830917874396,0.6216666666666667,600.0,0.35530621785881256,0.3143093465674111,0.40860215053763443,930.0
6,1.6047078371047974,0.3330281376838684,1.6210976839065552,0.3658989667892456,0.3806532208857619,0.31532015810512387,0.0003000000142492354,39.53014363300463,75363.0,1906.469166913871,0.11158798283261802,0.2751322751322751,0.06998654104979811,743.0,0.1472,0.0847145488029466,0.5609756097560976,82.0,0.17182130584192443,0.25252525252525254,0.13020833333333334,768.0,0.53198127925117,0.5613168724279836,0.5055596738324685,1349.0,0.33115249119275286,0.30604651162790697,0.3607456140350877,912.0,0.5497771173848439,0.4959785522788204,0.6166666666666667,600.0,0.36372093023255814,0.32049180327868854,0.4204301075268817,930.0
7,1.56836998462677,0.3449968695640564,1.639203667640686,0.3592124879360199,0.3864127758100068,0.31247446517539246,0.0003000000142492354,39.260295895001036,75363.0,1919.57289882769,0.13779128672745694,0.2786885245901639,0.09152086137281291,743.0,0.1447562776957164,0.08235294117647059,0.5975609756097561,82.0,0.1648,0.21369294605809128,0.13411458333333334,768.0,0.5295109612141652,0.613880742913001,0.46553002223869533,1349.0,0.3395654370894391,0.3149015932521087,0.3684210526315789,912.0,0.5135305223410951,0.41253791708796766,0.68,600.0,0.3573667711598746,0.3475609756097561,0.36774193548387096,930.0
8,1.5397075414657593,0.35355547070503235,1.6370961666107178,0.3629271984100342,0.386602548951144,0.30782235595859203,0.0003000000142492354,39.17652706700028,75363.0,1923.677406910344,0.1574344023323615,0.28321678321678323,0.10901749663526245,743.0,0.11328976034858387,0.06220095693779904,0.6341463414634146,82.0,0.13521126760563382,0.24242424242424243,0.09375,768.0,0.5733634311512416,0.5821237585943468,0.5648628613787992,1349.0,0.28076685219542363,0.3219858156028369,0.24890350877192982,912.0,0.530961791831357,0.43899782135076254,0.6716666666666666,600.0,0.36372898624554256,0.345595353339787,0.38387096774193546,930.0
9,1.502332329750061,0.3668643832206726,1.6548941135406494,0.36645618081092834,0.39809405011208154,0.3266507483369386,0.0003000000142492354,39.435846997002955,75363.0,1911.0278018303356,0.21212121212121213,0.28314606741573034,0.1695827725437416,743.0,0.12226066897347175,0.06751592356687898,0.6463414634146342,82.0,0.17133163698049195,0.24574209245742093,0.13151041666666666,768.0,0.5522080066033842,0.6229050279329609,0.49592290585618976,1349.0,0.30902777777777773,0.3272058823529412,0.29276315789473684,912.0,0.5486968449931412,0.4662004662004662,0.6666666666666666,600.0,0.3709090909090909,0.3587939698492462,0.38387096774193546,930.0
10,1.474934458732605,0.3759802579879761,1.5617492198944092,0.3961738348007202,0.4154082421432639,0.35058124726360074,0.0003000000142492354,39.18652045799536,75363.0,1923.1868285111657,0.20415537488708219,0.31043956043956045,0.15208613728129206,743.0,0.21397379912663755,0.13031914893617022,0.5975609756097561,82.0,0.1712756467439786,0.2719546742209632,0.125,768.0,0.5697722567287785,0.6454033771106942,0.5100074128984433,1349.0,0.3463463463463463,0.31860036832412525,0.3793859649122807,912.0,0.552901023890785,0.4682080924855491,0.675,600.0,0.3956442831215971,0.34222919937205654,0.46881720430107526,930.0
