class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9772511848341232,0.981904761904762,0.9795724465558195
1,1,1,1050,0.9751908396946565,0.9733333333333334,0.9742612011439465
2,2,2,1050,0.9658767772511848,0.9704761904761905,0.9681710213776722
3,3,3,1050,0.9710820895522388,0.9914285714285714,0.9811498586239397
4,4,4,1050,0.9668560606060606,0.9723809523809523,0.9696106362773029
5,5,5,1050,0.9791073124406457,0.981904761904762,0.9805040418449833
6,6,6,1050,0.9722488038277513,0.9676190476190476,0.9699284009546539
7,7,7,1050,0.9855212355212355,0.9723809523809523,0.9789069990412272
8,8,8,1050,0.9903100775193798,0.9733333333333334,0.9817483189241115
9,9,9,1050,0.9837786259541985,0.981904761904762,0.9828408007626311
