class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.979047619047619,0.979047619047619,0.979047619047619
1,1,1,1050,0.9760306807286673,0.9695238095238096,0.9727663640707119
2,2,2,1050,0.9555345316934721,0.9619047619047619,0.9587090650213573
3,3,3,1050,0.9725897920604915,0.98,0.9762808349146109
4,4,4,1050,0.9631031220435194,0.9695238095238096,0.9663028001898434
5,5,5,1050,0.9874396135265701,0.9733333333333334,0.9803357314148682
6,6,6,1050,0.9649289099526066,0.9695238095238096,0.9672209026128267
7,7,7,1050,0.9781783681214421,0.981904761904762,0.9800380228136882
8,8,8,1050,0.9770334928229665,0.9723809523809523,0.9747016706443914
9,9,9,1050,0.9818355640535373,0.9780952380952381,0.9799618320610688
