class_index,label,class_name,support,precision,recall,f1
0,0,0,1050,0.9763257575757576,0.981904761904762,0.9791073124406459
1,1,1,1050,0.9744801512287334,0.981904761904762,0.9781783681214421
2,2,2,1050,0.9655502392344497,0.960952380952381,0.9632458233890215
3,3,3,1050,0.9745523091423186,0.9847619047619047,0.9796305068687826
4,4,4,1050,0.9845261121856866,0.9695238095238096,0.9769673704414586
5,5,5,1050,0.9773156899810964,0.9847619047619047,0.9810246679316887
6,6,6,1050,0.9787849566055931,0.9666666666666667,0.9726880689985624
7,7,7,1050,0.9819734345351043,0.9857142857142858,0.9838403041825095
8,8,8,1050,0.9846889952153111,0.98,0.9823389021479714
9,9,9,1050,0.9857414448669202,0.9876190476190476,0.9866793529971456
